Dataset,Algorithm,Cutoff,Seed,Time,Sol.Quality,Full Tour
UMissouri.tsp,LS,75.0,51.0,1.4119,270155.0,Yes
UMissouri.tsp,LS,100.0,42.0,1.4097,262449.0,Yes
UMissouri.tsp,LS,100.0,43.0,1.4278,247059.0,Yes
UMissouri.tsp,LS,100.0,44.0,1.4364,290193.0,Yes
UMissouri.tsp,LS,100.0,45.0,1.5347,279310.0,Yes
UMissouri.tsp,LS,100.0,46.0,1.5395,265805.0,Yes
UMissouri.tsp,LS,100.0,47.0,1.6871,254998.0,Yes
UMissouri.tsp,LS,100.0,48.0,1.8033,282179.0,Yes
UMissouri.tsp,LS,100.0,49.0,1.4339,236976.0,Yes
UMissouri.tsp,LS,100.0,50.0,1.4022,279378.0,Yes
UMissouri.tsp,LS,100.0,51.0,1.4242,270155.0,Yes
UMissouri.tsp,LS,250.0,42.0,1.5121,262449.0,Yes
UMissouri.tsp,LS,250.0,43.0,1.5873,247059.0,Yes
UMissouri.tsp,LS,250.0,44.0,1.4347,290193.0,Yes
UMissouri.tsp,LS,250.0,45.0,1.4131,279310.0,Yes
UMissouri.tsp,LS,250.0,46.0,1.4326,265805.0,Yes
UMissouri.tsp,LS,250.0,47.0,1.5442,254998.0,Yes
UMissouri.tsp,LS,250.0,48.0,1.7806,282179.0,Yes
UMissouri.tsp,LS,250.0,49.0,1.4247,236976.0,Yes
UMissouri.tsp,LS,250.0,50.0,1.4163,279378.0,Yes
UMissouri.tsp,LS,250.0,51.0,1.3832,270155.0,Yes
UMissouri.tsp,LS,500.0,42.0,1.4082,262449.0,Yes
UMissouri.tsp,LS,500.0,43.0,1.4059,247059.0,Yes
UMissouri.tsp,LS,500.0,44.0,1.423,290193.0,Yes
UMissouri.tsp,LS,500.0,45.0,1.4806,279310.0,Yes
UMissouri.tsp,LS,500.0,46.0,1.4503,265805.0,Yes
UMissouri.tsp,LS,500.0,47.0,1.4573,254998.0,Yes
UMissouri.tsp,LS,500.0,48.0,1.6492,282179.0,Yes
UMissouri.tsp,LS,500.0,49.0,1.7149,236976.0,Yes
UMissouri.tsp,LS,500.0,50.0,1.5631,279378.0,Yes
UMissouri.tsp,LS,500.0,51.0,1.5551,270155.0,Yes
Atlanta.tsp,LS,5.0,42.0,1.2617,2058468.0,Yes
Atlanta.tsp,LS,5.0,43.0,1.2653,2044281.0,Yes
Atlanta.tsp,LS,5.0,44.0,1.2549,2016322.0,Yes
Atlanta.tsp,LS,5.0,45.0,1.2245,2052219.0,Yes
Atlanta.tsp,LS,5.0,46.0,1.1682,2051736.0,Yes
Atlanta.tsp,LS,5.0,47.0,1.2732,2054590.0,Yes
Atlanta.tsp,LS,5.0,48.0,1.2241,2023779.0,Yes
Atlanta.tsp,LS,5.0,49.0,1.2327,2054590.0,Yes
Atlanta.tsp,LS,5.0,50.0,1.2044,2003763.0,Yes
Atlanta.tsp,LS,5.0,51.0,1.3401,2016322.0,Yes
Atlanta.tsp,LS,10.0,42.0,1.304,2058468.0,Yes
Atlanta.tsp,LS,10.0,43.0,1.2165,2044281.0,Yes
Atlanta.tsp,LS,10.0,44.0,1.2508,2016322.0,Yes
Atlanta.tsp,LS,10.0,45.0,1.2326,2052219.0,Yes
Atlanta.tsp,LS,10.0,46.0,1.3377,2051736.0,Yes
Atlanta.tsp,LS,10.0,47.0,1.2288,2054590.0,Yes
Atlanta.tsp,LS,10.0,48.0,1.2759,2023779.0,Yes
Atlanta.tsp,LS,10.0,49.0,1.2536,2054590.0,Yes
Atlanta.tsp,LS,10.0,50.0,1.2234,2003763.0,Yes
Atlanta.tsp,LS,10.0,51.0,1.2603,2016322.0,Yes
Atlanta.tsp,LS,15.0,42.0,1.2313,2058468.0,Yes
Atlanta.tsp,LS,15.0,43.0,1.3052,2044281.0,Yes
Atlanta.tsp,LS,15.0,44.0,1.3644,2016322.0,Yes
Atlanta.tsp,LS,15.0,45.0,1.2092,2052219.0,Yes
Atlanta.tsp,LS,15.0,46.0,1.2368,2051736.0,Yes
Atlanta.tsp,LS,15.0,47.0,1.221,2054590.0,Yes
Atlanta.tsp,LS,15.0,48.0,1.3158,2023779.0,Yes
Atlanta.tsp,LS,15.0,49.0,1.244,2054590.0,Yes
Atlanta.tsp,LS,15.0,50.0,1.244,2003763.0,Yes
Atlanta.tsp,LS,15.0,51.0,1.2199,2016322.0,Yes
Atlanta.tsp,LS,20.0,42.0,1.1689,2058468.0,Yes
Atlanta.tsp,LS,20.0,43.0,1.1957,2044281.0,Yes
Atlanta.tsp,LS,20.0,44.0,1.1651,2016322.0,Yes
Atlanta.tsp,LS,20.0,45.0,1.2296,2052219.0,Yes
Atlanta.tsp,LS,20.0,46.0,1.3351,2051736.0,Yes
Atlanta.tsp,LS,20.0,47.0,1.3105,2054590.0,Yes
Atlanta.tsp,LS,20.0,48.0,1.2337,2023779.0,Yes
Atlanta.tsp,LS,20.0,49.0,1.2453,2054590.0,Yes
Atlanta.tsp,LS,20.0,50.0,1.1943,2003763.0,Yes
Atlanta.tsp,LS,20.0,51.0,1.274,2016322.0,Yes
Atlanta.tsp,LS,25.0,42.0,1.2068,2058468.0,Yes
Atlanta.tsp,LS,25.0,43.0,1.2048,2044281.0,Yes
Atlanta.tsp,LS,25.0,44.0,1.1776,2016322.0,Yes
Atlanta.tsp,LS,25.0,45.0,1.2055,2052219.0,Yes
Atlanta.tsp,LS,25.0,46.0,1.219,2051736.0,Yes
Atlanta.tsp,LS,25.0,47.0,1.1905,2054590.0,Yes
Atlanta.tsp,LS,25.0,48.0,1.1887,2023779.0,Yes
Atlanta.tsp,LS,25.0,49.0,1.4394,2054590.0,Yes
Atlanta.tsp,LS,25.0,50.0,1.4685,2003763.0,Yes
Atlanta.tsp,LS,25.0,51.0,1.2016,2016322.0,Yes
Atlanta.tsp,LS,50.0,42.0,1.1883,2058468.0,Yes
Atlanta.tsp,LS,50.0,43.0,1.1713,2044281.0,Yes
Atlanta.tsp,LS,50.0,44.0,1.2061,2016322.0,Yes
Atlanta.tsp,LS,50.0,45.0,1.1872,2052219.0,Yes
Atlanta.tsp,LS,50.0,46.0,1.2112,2051736.0,Yes
Atlanta.tsp,LS,50.0,47.0,1.2004,2054590.0,Yes
Atlanta.tsp,LS,50.0,48.0,1.181,2023779.0,Yes
Atlanta.tsp,LS,50.0,49.0,1.3794,2054590.0,Yes
Atlanta.tsp,LS,50.0,50.0,1.186,2003763.0,Yes
Atlanta.tsp,LS,50.0,51.0,1.3769,2016322.0,Yes
Atlanta.tsp,LS,75.0,42.0,1.488,2058468.0,Yes
Atlanta.tsp,LS,75.0,43.0,1.3696,2044281.0,Yes
Atlanta.tsp,LS,75.0,44.0,1.2812,2016322.0,Yes
Atlanta.tsp,LS,75.0,45.0,1.2273,2052219.0,Yes
Atlanta.tsp,LS,75.0,46.0,1.2057,2051736.0,Yes
Atlanta.tsp,LS,75.0,47.0,1.1911,2054590.0,Yes
Atlanta.tsp,LS,75.0,48.0,1.2183,2023779.0,Yes
Atlanta.tsp,LS,75.0,49.0,1.213,2054590.0,Yes
Atlanta.tsp,LS,75.0,50.0,1.2706,2003763.0,Yes
Atlanta.tsp,LS,75.0,51.0,1.167,2016322.0,Yes
Atlanta.tsp,LS,100.0,42.0,1.2444,2058468.0,Yes
Atlanta.tsp,LS,100.0,43.0,1.4225,2044281.0,Yes
Atlanta.tsp,LS,100.0,44.0,1.4531,2016322.0,Yes
Atlanta.tsp,LS,100.0,45.0,1.2806,2052219.0,Yes
Atlanta.tsp,LS,100.0,46.0,1.2566,2051736.0,Yes
Atlanta.tsp,BF,5.0,,6.1689,4109868.0,No
Atlanta.tsp,BF,10.0,,11.1122,4109868.0,No
Atlanta.tsp,BF,15.0,,16.109,4090106.0,No
Atlanta.tsp,BF,20.0,,21.131,3945052.0,No
Atlanta.tsp,BF,25.0,,26.1114,3835321.0,No
Atlanta.tsp,BF,50.0,,51.107,3805207.0,No
Atlanta.tsp,BF,75.0,,76.1239,3775843.0,No
Atlanta.tsp,BF,100.0,,101.1288,3720833.0,No
Atlanta.tsp,BF,250.0,,251.1881,3630534.0,No
Atlanta.tsp,BF,500.0,,1041.822,3630534.0,No
Atlanta.tsp,Approx,,42.0,1.5673,2486842.0,Yes
Atlanta.tsp,Approx,,43.0,1.3691,2488307.0,Yes
Atlanta.tsp,Approx,,44.0,1.3534,2500425.0,Yes
Atlanta.tsp,Approx,,45.0,1.2128,2490014.0,Yes
Atlanta.tsp,Approx,,46.0,1.2094,2477233.0,Yes
Atlanta.tsp,Approx,,47.0,1.2007,2495163.0,Yes
Atlanta.tsp,Approx,,48.0,1.277,2453860.0,Yes
Atlanta.tsp,Approx,,49.0,1.3338,2477233.0,Yes
Atlanta.tsp,Approx,,50.0,1.1632,2486842.0,Yes
Atlanta.tsp,Approx,,51.0,1.1289,2312426.0,Yes
Atlanta.tsp,BF,5.0,,6.1103,4109868.0,No
Atlanta.tsp,BF,10.0,,11.1046,4109868.0,No
Atlanta.tsp,BF,15.0,,16.1083,4090106.0,No
Atlanta.tsp,BF,20.0,,21.1734,3945052.0,No
Atlanta.tsp,BF,25.0,,26.2049,3937993.0,No
Atlanta.tsp,BF,50.0,,51.2634,3816910.0,No
Atlanta.tsp,BF,75.0,,76.2386,3775843.0,No
Atlanta.tsp,BF,100.0,,101.2934,3775843.0,No
Atlanta.tsp,BF,250.0,,251.1731,3630534.0,No
Atlanta.tsp,BF,500.0,,501.1784,3630534.0,No
Atlanta.tsp,Approx,,42.0,1.1976,2486842.0,Yes
Atlanta.tsp,Approx,,43.0,1.1585,2488307.0,Yes
Atlanta.tsp,Approx,,44.0,1.1659,2500425.0,Yes
Atlanta.tsp,Approx,,45.0,1.1871,2490014.0,Yes
Atlanta.tsp,Approx,,46.0,1.1648,2477233.0,Yes
Atlanta.tsp,Approx,,47.0,1.1207,2495163.0,Yes
Atlanta.tsp,Approx,,48.0,1.2032,2453860.0,Yes
Atlanta.tsp,Approx,,49.0,1.3101,2477233.0,Yes
Atlanta.tsp,Approx,,50.0,1.2518,2486842.0,Yes
Atlanta.tsp,Approx,,51.0,1.1756,2312426.0,Yes
Berlin.tsp,BF,5.0,,6.1312,20181.0,No
Berlin.tsp,BF,10.0,,11.2822,20181.0,No
Berlin.tsp,BF,15.0,,16.2688,20033.0,No
Berlin.tsp,BF,20.0,,21.233,19824.0,No
Berlin.tsp,BF,25.0,,26.1891,19786.0,No
Berlin.tsp,BF,50.0,,51.1477,19728.0,No
Berlin.tsp,BF,75.0,,76.2851,19728.0,No
Berlin.tsp,BF,100.0,,101.4278,19728.0,No
Berlin.tsp,BF,250.0,,251.192,19438.0,No
Berlin.tsp,BF,500.0,,501.199,19249.0,No
Berlin.tsp,Approx,,42.0,1.2008,10126.0,Yes
Berlin.tsp,Approx,,43.0,1.184,9976.0,Yes
Berlin.tsp,Approx,,44.0,1.3253,9931.0,Yes
Berlin.tsp,Approx,,45.0,1.3857,10267.0,Yes
Berlin.tsp,Approx,,46.0,1.1541,10194.0,Yes
Berlin.tsp,Approx,,47.0,1.1503,9588.0,Yes
Berlin.tsp,Approx,,48.0,1.229,10154.0,Yes
Berlin.tsp,Approx,,49.0,1.1664,10194.0,Yes
Berlin.tsp,Approx,,50.0,1.2288,10108.0,Yes
Berlin.tsp,Approx,,51.0,1.1383,9867.0,Yes
Boston.tsp,BF,5.0,,6.1759,2261063.0,No
Boston.tsp,BF,10.0,,11.1624,2246134.0,No
Boston.tsp,BF,15.0,,16.1325,2246134.0,No
Boston.tsp,BF,20.0,,21.1633,2246134.0,No
Boston.tsp,BF,25.0,,26.1447,2246134.0,No
Boston.tsp,BF,50.0,,51.1551,2246134.0,No
Boston.tsp,BF,75.0,,76.1458,2244804.0,No
Boston.tsp,BF,100.0,,101.1457,2234116.0,No
Boston.tsp,BF,250.0,,251.1502,2227323.0,No
Boston.tsp,BF,500.0,,501.1924,2226767.0,No
Boston.tsp,Approx,,42.0,1.4032,1061299.0,Yes
Boston.tsp,Approx,,43.0,1.1591,1050695.0,Yes
Boston.tsp,Approx,,44.0,1.1352,1045369.0,Yes
Boston.tsp,Approx,,45.0,1.1434,1043190.0,Yes
Boston.tsp,Approx,,46.0,1.1948,1085113.0,Yes
Boston.tsp,Approx,,47.0,1.141,1125707.0,Yes
Boston.tsp,Approx,,48.0,1.1794,1129373.0,Yes
Boston.tsp,Approx,,49.0,1.1537,1085113.0,Yes
Boston.tsp,Approx,,50.0,1.1834,1085544.0,Yes
Boston.tsp,Approx,,51.0,1.413,1027795.0,Yes
Champaign.tsp,BF,5.0,,6.2223,219301.0,No
Champaign.tsp,BF,10.0,,11.1568,219252.0,No
Champaign.tsp,BF,15.0,,16.1424,219252.0,No
Champaign.tsp,BF,20.0,,21.1324,219252.0,No
Champaign.tsp,BF,25.0,,26.0956,219166.0,No
Champaign.tsp,BF,50.0,,51.1724,218823.0,No
Champaign.tsp,BF,75.0,,76.2189,218823.0,No
Champaign.tsp,BF,100.0,,101.3265,218074.0,No
Champaign.tsp,BF,250.0,,251.1852,216391.0,No
Champaign.tsp,BF,500.0,,501.1415,212857.0,No
Champaign.tsp,Approx,,42.0,1.2845,65587.0,Yes
Champaign.tsp,Approx,,43.0,1.2065,68357.0,Yes
Champaign.tsp,Approx,,44.0,1.1993,67546.0,Yes
Champaign.tsp,Approx,,45.0,1.2494,66093.0,Yes
Champaign.tsp,Approx,,46.0,1.4678,67315.0,Yes
Champaign.tsp,Approx,,47.0,1.3028,66516.0,Yes
Champaign.tsp,Approx,,48.0,1.1749,67978.0,Yes
Champaign.tsp,Approx,,49.0,1.1792,67315.0,Yes
Champaign.tsp,Approx,,50.0,1.1889,64759.0,Yes
Champaign.tsp,Approx,,51.0,1.1704,67222.0,Yes
Cincinnati.tsp,BF,5.0,,6.1735,277952.0,No
Cincinnati.tsp,BF,10.0,,11.2474,277952.0,No
Cincinnati.tsp,BF,15.0,,16.1908,277952.0,No
Cincinnati.tsp,BF,20.0,,21.1947,277952.0,No
Cincinnati.tsp,BF,25.0,,26.1272,277952.0,No
Cincinnati.tsp,BF,50.0,,37.786,277952.0,No
Cincinnati.tsp,BF,75.0,,36.5009,277952.0,No
Cincinnati.tsp,BF,100.0,,30.6111,277952.0,No
Cincinnati.tsp,BF,250.0,,34.2042,277952.0,No
Cincinnati.tsp,BF,500.0,,33.6929,277952.0,No
Cincinnati.tsp,Approx,,42.0,1.1235,320593.0,Yes
Cincinnati.tsp,Approx,,43.0,1.0919,318227.0,Yes
Cincinnati.tsp,Approx,,44.0,1.1085,307439.0,Yes
Cincinnati.tsp,Approx,,45.0,1.1124,307439.0,Yes
Cincinnati.tsp,Approx,,46.0,1.1102,320593.0,Yes
Cincinnati.tsp,Approx,,47.0,1.1513,309289.0,Yes
Cincinnati.tsp,Approx,,48.0,1.15,317273.0,Yes
Cincinnati.tsp,Approx,,49.0,1.1221,320593.0,Yes
Cincinnati.tsp,Approx,,50.0,1.13,308670.0,Yes
Cincinnati.tsp,Approx,,51.0,1.141,309289.0,Yes
Denver.tsp,BF,5.0,,6.236,564669.0,No
Denver.tsp,BF,10.0,,11.4867,564669.0,No
Denver.tsp,BF,15.0,,16.2382,564669.0,No
Denver.tsp,BF,20.0,,21.168,563620.0,No
Denver.tsp,BF,25.0,,26.2171,563620.0,No
Denver.tsp,BF,50.0,,51.1275,563620.0,No
Denver.tsp,BF,75.0,,76.179,563620.0,No
Denver.tsp,BF,100.0,,101.1993,563620.0,No
Denver.tsp,BF,250.0,,251.2405,562055.0,No
Denver.tsp,BF,500.0,,501.1582,546925.0,No
Denver.tsp,Approx,,42.0,1.523,128256.0,Yes
Denver.tsp,Approx,,43.0,1.3651,127937.0,Yes
Denver.tsp,Approx,,44.0,1.402,127123.0,Yes
Denver.tsp,Approx,,45.0,1.2675,128336.0,Yes
Denver.tsp,Approx,,46.0,1.1694,129206.0,Yes
Denver.tsp,Approx,,47.0,1.2586,129598.0,Yes
Denver.tsp,Approx,,48.0,1.3463,129643.0,Yes
Denver.tsp,Approx,,49.0,1.3275,128223.0,Yes
Denver.tsp,Approx,,50.0,1.179,130778.0,Yes
Denver.tsp,Approx,,51.0,1.2176,128073.0,Yes
NYC.tsp,BF,5.0,,6.1766,7244933.0,No
NYC.tsp,BF,10.0,,11.229,7244933.0,No
NYC.tsp,BF,15.0,,16.2181,7244933.0,No
NYC.tsp,BF,20.0,,21.2063,7244933.0,No
NYC.tsp,BF,25.0,,26.1967,7244933.0,No
NYC.tsp,BF,50.0,,51.2323,7244933.0,No
NYC.tsp,BF,75.0,,76.2043,7244933.0,No
NYC.tsp,BF,100.0,,101.2162,7239945.0,No
NYC.tsp,BF,250.0,,251.1836,7218153.0,No
NYC.tsp,BF,500.0,,510.3183,7210976.0,No
NYC.tsp,Approx,,42.0,1.1626,1891838.0,Yes
NYC.tsp,Approx,,43.0,1.1614,1937161.0,Yes
NYC.tsp,Approx,,44.0,1.1507,1845662.0,Yes
NYC.tsp,Approx,,45.0,1.2275,1845662.0,Yes
NYC.tsp,Approx,,46.0,1.144,1855713.0,Yes
NYC.tsp,Approx,,47.0,1.1879,1948652.0,Yes
NYC.tsp,Approx,,48.0,1.1584,1948810.0,Yes
NYC.tsp,Approx,,49.0,1.1769,1896513.0,Yes
NYC.tsp,Approx,,50.0,1.165,1959210.0,Yes
NYC.tsp,Approx,,51.0,1.2912,1937026.0,Yes
Philadelphia.tsp,BF,5.0,,6.5319,3765538.0,No
Philadelphia.tsp,BF,10.0,,11.2581,3765538.0,No
Philadelphia.tsp,BF,15.0,,16.233,3724219.0,No
Philadelphia.tsp,BF,20.0,,21.1768,3710782.0,No
Philadelphia.tsp,BF,25.0,,26.2778,3710782.0,No
Philadelphia.tsp,BF,50.0,,51.1788,3710782.0,No
Philadelphia.tsp,BF,75.0,,76.1859,3710782.0,No
Philadelphia.tsp,BF,100.0,,101.2759,3710782.0,No
Philadelphia.tsp,BF,250.0,,251.2762,3624919.0,No
Philadelphia.tsp,BF,500.0,,501.4903,3624919.0,No
Philadelphia.tsp,Approx,,42.0,1.1039,1733719.0,Yes
Philadelphia.tsp,Approx,,43.0,1.124,1728475.0,Yes
Philadelphia.tsp,Approx,,44.0,1.0924,1697277.0,Yes
Philadelphia.tsp,Approx,,45.0,1.0985,1722191.0,Yes
Philadelphia.tsp,Approx,,46.0,1.1503,1723248.0,Yes
Philadelphia.tsp,Approx,,47.0,1.1167,1668712.0,Yes
Philadelphia.tsp,Approx,,48.0,1.2082,1715300.0,Yes
Philadelphia.tsp,Approx,,49.0,1.441,1693572.0,Yes
Philadelphia.tsp,Approx,,50.0,1.2284,1685283.0,Yes
Philadelphia.tsp,Approx,,51.0,1.2451,1695100.0,Yes
Roanoke.tsp,BF,5.0,,6.1097,6861679.0,No
Roanoke.tsp,BF,10.0,,11.1888,6861679.0,No
Roanoke.tsp,BF,15.0,,16.2429,6861679.0,No
Roanoke.tsp,BF,20.0,,21.1865,6861679.0,No
Roanoke.tsp,BF,25.0,,26.2609,6861679.0,No
Roanoke.tsp,BF,50.0,,51.2624,6861290.0,No
Roanoke.tsp,BF,75.0,,76.2149,6857992.0,No
Roanoke.tsp,BF,100.0,,101.1473,6857992.0,No
Roanoke.tsp,BF,250.0,,251.2244,6849948.0,No
Roanoke.tsp,BF,500.0,,501.2613,6849948.0,No
Roanoke.tsp,Approx,,42.0,1.3229,802562.0,Yes
Roanoke.tsp,Approx,,43.0,1.2979,802080.0,Yes
Roanoke.tsp,Approx,,44.0,1.2703,794281.0,Yes
Roanoke.tsp,Approx,,45.0,1.2865,801675.0,Yes
Roanoke.tsp,Approx,,46.0,1.3365,803892.0,Yes
Roanoke.tsp,Approx,,47.0,1.3489,806892.0,Yes
Roanoke.tsp,Approx,,48.0,1.4005,795380.0,Yes
Roanoke.tsp,Approx,,49.0,1.3983,795431.0,Yes
Roanoke.tsp,Approx,,50.0,1.2412,795468.0,Yes
Roanoke.tsp,Approx,,51.0,1.5159,795524.0,Yes
SanFrancisco.tsp,BF,5.0,,6.1926,5712903.0,No
SanFrancisco.tsp,BF,10.0,,11.2172,5697031.0,No
SanFrancisco.tsp,BF,15.0,,16.3426,5697031.0,No
SanFrancisco.tsp,BF,20.0,,21.223,5683031.0,No
SanFrancisco.tsp,BF,25.0,,26.2476,5683031.0,No
SanFrancisco.tsp,BF,50.0,,51.2793,5604793.0,No
SanFrancisco.tsp,BF,75.0,,76.1783,5604793.0,No
SanFrancisco.tsp,BF,100.0,,101.1797,5604793.0,No
SanFrancisco.tsp,BF,250.0,,251.2991,5600573.0,No
SanFrancisco.tsp,BF,500.0,,501.161,5600573.0,No
SanFrancisco.tsp,Approx,,42.0,1.221,1078204.0,Yes
SanFrancisco.tsp,Approx,,43.0,1.2468,1045326.0,Yes
SanFrancisco.tsp,Approx,,44.0,1.2253,1076544.0,Yes
SanFrancisco.tsp,Approx,,45.0,1.1423,1069058.0,Yes
SanFrancisco.tsp,Approx,,46.0,1.4553,1078212.0,Yes
SanFrancisco.tsp,Approx,,47.0,1.2883,1068233.0,Yes
SanFrancisco.tsp,Approx,,48.0,1.239,1068021.0,Yes
SanFrancisco.tsp,Approx,,49.0,1.2275,1090167.0,Yes
SanFrancisco.tsp,Approx,,50.0,1.1216,1045326.0,Yes
SanFrancisco.tsp,Approx,,51.0,1.1429,1093751.0,Yes
Toronto.tsp,BF,5.0,,6.2407,9223694.0,No
Toronto.tsp,BF,10.0,,11.1886,9223694.0,No
Toronto.tsp,BF,15.0,,16.1671,9219828.0,No
Toronto.tsp,BF,20.0,,21.1808,9219492.0,No
Toronto.tsp,BF,25.0,,26.1429,9219353.0,No
Toronto.tsp,BF,50.0,,51.1661,9219353.0,No
Toronto.tsp,BF,75.0,,76.1886,9219353.0,No
Toronto.tsp,BF,100.0,,101.2015,9219353.0,No
Toronto.tsp,BF,250.0,,251.2159,9192020.0,No
Toronto.tsp,BF,500.0,,501.2846,9179267.0,No
Toronto.tsp,Approx,,42.0,1.4141,1652074.0,Yes
Toronto.tsp,Approx,,43.0,1.5824,1651938.0,Yes
Toronto.tsp,Approx,,44.0,1.6193,1651069.0,Yes
Toronto.tsp,Approx,,45.0,1.5124,1650915.0,Yes
Toronto.tsp,Approx,,46.0,1.4634,1607855.0,Yes
Toronto.tsp,Approx,,47.0,1.4225,1623952.0,Yes
Toronto.tsp,Approx,,48.0,1.5781,1676544.0,Yes
Toronto.tsp,Approx,,49.0,1.531,1597242.0,Yes
Toronto.tsp,Approx,,50.0,1.2923,1628988.0,Yes
Toronto.tsp,Approx,,51.0,1.1856,1662499.0,Yes
UKansasState.tsp,BF,5.0,,6.1958,62962.0,No
UKansasState.tsp,BF,10.0,,11.2369,62962.0,No
UKansasState.tsp,BF,15.0,,16.1716,62962.0,No
UKansasState.tsp,BF,20.0,,21.1947,62962.0,No
UKansasState.tsp,BF,25.0,,26.1996,62962.0,No
UKansasState.tsp,BF,50.0,,35.0758,62962.0,No
UKansasState.tsp,BF,75.0,,36.816,62962.0,No
UKansasState.tsp,BF,100.0,,35.8189,62962.0,No
UKansasState.tsp,BF,250.0,,34.5147,62962.0,No
UKansasState.tsp,BF,500.0,,36.2668,62962.0,No
UKansasState.tsp,Approx,,42.0,1.1284,70143.0,Yes
UKansasState.tsp,Approx,,43.0,1.1146,70318.0,Yes
UKansasState.tsp,Approx,,44.0,1.1116,69987.0,Yes
UKansasState.tsp,Approx,,45.0,1.1581,69987.0,Yes
UKansasState.tsp,Approx,,46.0,1.2552,70143.0,Yes
UKansasState.tsp,Approx,,47.0,1.1268,71542.0,Yes
UKansasState.tsp,Approx,,48.0,1.0975,67636.0,Yes
UKansasState.tsp,Approx,,49.0,1.1381,70143.0,Yes
UKansasState.tsp,Approx,,50.0,1.1314,70944.0,Yes
UKansasState.tsp,Approx,,51.0,1.1358,70318.0,Yes
UMissouri.tsp,BF,5.0,,6.1662,670811.0,No
UMissouri.tsp,BF,10.0,,11.2469,670811.0,No
UMissouri.tsp,BF,15.0,,16.1736,670811.0,No
UMissouri.tsp,BF,20.0,,21.2067,670811.0,No
UMissouri.tsp,BF,25.0,,26.2025,670811.0,No
UMissouri.tsp,BF,50.0,,51.2909,668983.0,No
UMissouri.tsp,BF,75.0,,76.3278,668983.0,No
UMissouri.tsp,BF,100.0,,101.2235,668983.0,No
UMissouri.tsp,BF,250.0,,251.206,662953.0,No
UMissouri.tsp,BF,500.0,,501.2072,662935.0,No
UMissouri.tsp,Approx,,42.0,7.9252,171306.0,Yes
UMissouri.tsp,Approx,,43.0,1.1941,165181.0,Yes
UMissouri.tsp,Approx,,44.0,1.1563,171054.0,Yes
UMissouri.tsp,Approx,,45.0,1.2959,170078.0,Yes
UMissouri.tsp,Approx,,46.0,1.1953,166855.0,Yes
UMissouri.tsp,Approx,,47.0,1.2429,169548.0,Yes
UMissouri.tsp,Approx,,48.0,1.2046,170112.0,Yes
UMissouri.tsp,Approx,,49.0,1.1238,171483.0,Yes
UMissouri.tsp,Approx,,50.0,1.1656,170432.0,Yes
UMissouri.tsp,Approx,,51.0,1.1496,170155.0,Yes
