ATQH_w,DVPQH_w,SALEQH_w,SEQQH_w,IBQH_w,NIQH_w,XIDOQH_w,IBADJQH_w,IBCOMQH_w,ICAPTQH_w,TEQQH_w,PSTKRQH_w,PPENTQH_w,CEQQH_w,PSTKQH_w,DLTTQH_w,PIQH_w,TXTQH_w,NOPIQH_w,AOQH_w,LTQH_w,DOQH_w,LOQH_w,CHEQH_w,ACOQH_w,DVQH_w,LCOQH_w,APQH_w,intercept,month_end
183494669.59612498,-33245514015.811623,19579222.258750048,-662882757.3453189,4935341918.38505,2739847959.128787,-2967960436.7825265,-1367461795.5760722,-4340203024.698015,-125420763.23842208,-0.8938713287770431,1361679082.7785406,-17871615.449356023,596037547.740468,1202153468.1827238,112149584.28625514,-1867599073.7040155,2613999925.443295,-198953517.04855317,25319067.886857845,-145555907.23273063,-0.01861510096760366,-57156464.42503233,-21953222.38513941,-123961045.69592392,0.0,-86630016.54478483,-133274786.94217536,370438803.2803975,1988-07-29
195946958.35328034,-16610201874.39333,31112228.048143208,-392284889.57728773,3319828253.8327103,1785071601.0841744,-5099058260.700951,-2554030336.4549417,-459889214.84866136,-100103987.98584095,30.95013487209932,1498749496.166442,-12869154.779257858,289821088.57580817,584530960.6545932,99959830.13604501,-1964897222.8897524,2323243697.948494,-318738044.8147075,16432347.840081371,-173350435.53281528,0.026758364926472267,-80813781.4485169,-1833367.5891998508,19230234.003681086,0.0,-68234846.06587447,-139183316.44295448,354218121.0074665,1988-08-31
172536615.40456203,-4124303953.1678057,-1440231.744400542,-301012415.98749804,-9352003654.205635,233861052.4754619,-3797671662.130949,5158148036.963713,3241194840.1446557,-31155989.12030793,114.23574872478318,1664904650.6749907,-28814838.054448407,164364640.5668586,590873575.4490974,36193248.31957032,840585613.825879,-491816649.5583469,-532536075.83932954,-314630.2175493563,-125656828.8853487,0.21454644232393735,-101434956.04249077,3319933.5777086485,-54455151.8679781,0.0,-74227816.0478214,-124145005.23969302,360597996.48258346,1988-09-30
282302469.4435852,45914178868.35239,-7602486.284323934,-142201029.35414094,-34782508107.0868,-266963900.4453964,-2163702547.4762144,21704400684.03462,13857286834.213337,177869904.0060124,2277.387235214362,1622908877.0758665,-27405615.536006585,-309260720.04203475,416855259.8980395,-143975752.44007015,-409458668.9880073,643479297.885579,-125000793.6048464,-10403181.066444391,-256176238.97879034,-8985349153.365782,-59637309.07605244,17480814.78827736,-198787576.54678315,-3.577659121686982e-07,-31664693.048962742,-92462996.21329352,331278256.47342354,1988-10-31
158324840.45529082,36166138112.81232,-12463764.851088038,524136882.5984874,-25641248056.783783,-1665683656.0791419,-433846205.11843765,14189026832.782501,14635369013.167185,37933538.36932661,-2359.3803999791726,3590033079.7966995,-30350866.675595846,-719970064.6302247,-206454071.672885,-7538890.58864608,-1311831632.258687,1691917844.738936,-688530955.5203868,-20862323.642481044,-123577735.61512887,-7448952788.21974,-58078731.82372186,3685001.5989263803,-2525273.317863173,-1.4427787188179507e-07,-79140648.85387973,-74131085.83754523,328081112.8377813,1988-11-30
51047696.089724,-1569171672.3332036,4400295.38599907,-244669261.55093166,-1496070529.649511,726800846.320576,-1860246710.448632,795657598.1529759,832724086.5290141,31702905.294979066,205.4718740577647,1332667540.2740088,-22353360.051066738,162249395.47963637,153684975.90238276,-39657807.63859681,-755855071.2502519,1165845494.7783928,-693078470.2336868,1839227.235477457,-8142394.647322231,2.98155297740612,-62555970.4128802,15689965.31920654,-218706509.24174342,0.0,-82656925.07570149,-86991677.31510745,316274834.8132196,1988-12-30
85952522.5425901,9172240008.74076,-2110224.8635032303,-773332379.1590508,-5220303221.071072,1122552741.0168467,-5677833862.941647,2244812998.9160857,2822075795.629726,54268877.41768238,-105.33777522033758,1628354260.5111773,-24312076.845474593,635568337.7446139,877758003.2401608,-68433570.523054,-958804557.2961409,1850743392.9059246,-358266390.62657005,-14644329.863207465,-18724824.68364588,-0.32667137694545983,-68163822.98003866,12465671.174590072,-293912991.02510846,0.0,-146157383.96444374,-113067864.11923344,346960032.5657106,1989-01-31
80787299.16706125,15241560730.25951,-3997641.0219658455,-616953695.7716967,-10276788429.261837,2125274302.1093357,-6363745075.138335,3823005313.152446,4497806892.152649,44216296.3256238,-50.92637842781737,2105986588.1605256,-42507583.153763495,512927468.45064443,674389413.8008827,-65909439.54370652,-152894605.4557123,1026371832.2317904,-639653166.6932226,-32996616.409660555,14317087.843583064,-0.6686149746347059,-83106000.34273206,2987669.2104322747,-309835126.87599,0.0,-211084522.30909896,-165994563.43275958,362010960.5140671,1989-02-28
95358594.22309802,-88622169.08803688,-9485957.02511779,-352638158.6884763,-1747059959.9240131,1076774735.436865,-3376569723.235504,1489105603.3376675,-184144555.009634,1848791.1420236628,181.90559547112483,1196925843.1032183,-23099676.209001645,253942709.52659205,412899094.0965768,13255559.945872575,-716219683.3502553,1545325301.666412,-180504007.8900998,-18343397.69191693,-61889322.946611784,-0.3296149571221125,-49613537.56868085,18782521.2024197,-92040903.37894261,0.0,-36128316.892835885,-73923319.09818798,316582741.90618634,1989-03-31
88937703.87165341,1480224987.1853569,-21246611.05606743,-222924387.21092725,-2130353609.2597885,1415653233.1366444,-4296040660.741213,943579533.5000552,90637386.56083284,-21615021.289567124,-1802.393077021832,1329931459.4909594,-20725576.14391628,154922498.89481127,444349313.0403886,26605396.907265104,-389626150.62524676,1129061431.8080823,-98371686.24107778,-11752142.529839924,-50116304.41747691,-1.4250608171716586,-71422496.86613324,17857963.974400915,-124334959.5847908,0.0,-15318874.697894407,-69188484.84788327,355239678.9695895,1989-04-28
90014055.3868063,5053129694.3033285,-17861890.305328097,-430874107.1552347,-5469624618.233357,1995777776.2893784,-2919818226.620393,2134487860.7267766,1188931726.3258152,-3227417.325481612,2.7026444839022394,1291786951.467767,-17463936.69280627,336122824.38301253,710293456.9594194,18411843.603046075,30703240.705579273,1031690993.3113421,186427969.27262178,455482.2610374876,-70080255.99314585,-0.023046299434531875,-62474287.13038107,15511514.160963533,-62056844.923297025,0.0,-12341399.464516597,-33727949.15060821,345559731.91792357,1989-05-31
-29458602.645178474,7057045433.361843,-21302783.526052453,-136827990.45833635,-3571670805.284425,1847682416.4305909,-4302868237.4460125,935547766.04424,318626258.7002947,15687404.509366665,106.47110099477416,1026523539.6769997,-25874424.534356497,153885915.60218453,729766197.5005645,9054832.42346834,327885390.32174855,718480766.4891541,198983808.40117824,-13497552.045164594,50859899.88202058,-0.14052310423503506,-11225415.340024477,9621099.87415708,-108706002.33948871,0.0,7135381.482766952,-56178501.01542335,362982458.9798319,1989-06-30
508555027.1075308,-23873152346.074986,-43615136.45921383,-1049352010.4189594,4692327502.578233,6100881336.144806,-8051538222.67204,-4054153100.841955,-2838461087.0555573,-234273908.26010436,592.6416914361698,4363801622.301047,-26794832.75364216,791465228.9500966,2612675298.74032,198599044.39826414,-4023213534.652992,5576782280.513734,-1537607510.59511,-21970253.834040362,-413391254.06921786,2620692789.9862475,-156916643.02136666,6147437.16918736,-390381790.53121924,-9.291499328589065e-07,-70477243.16769448,-123709482.07618342,382548128.5817669,1989-07-31
463137081.30088305,-19013680091.47156,-47849461.77375496,-921873260.8085413,-877540545.6425416,4598088480.243401,-8931291316.561735,1536753140.3775673,-3222243063.0079556,-203454640.12723973,28.409887989410066,3992189270.6123886,-40032212.4207372,680150971.0715843,1258426379.6680923,187086577.3853567,-1993704959.2117708,3456600820.5892906,-1016434670.3430959,-22946579.616212577,-359691397.6054636,-0.10635358879627828,-147352793.0719506,35566653.05158959,-304742545.5075867,0.0,-127485369.52100968,-165202127.79712316,482436033.950733,1989-08-31
522455466.54309994,-8890684473.490326,-35517451.158172354,-953045161.0739409,-4531119931.129134,5032076300.652326,-12927122187.33329,2420593963.131341,-732513194.579454,-191030094.24157047,-251.85912805601708,3130388306.7350874,-41496923.19913774,623557461.6760033,1163032112.3818693,161626160.0291498,-2276324446.388036,3915956011.058726,-721706999.213131,-18961315.45928498,-415399240.3353529,0.0602139213324329,-152300564.44102132,37035493.95679769,-332716080.20623595,0.0,-99292387.45273629,-169380001.40357813,484659630.64012164,1989-09-29
514641986.5230356,-26984683975.400257,-59820313.538932815,-1399572091.460988,-2030375751.5533297,3705813877.045714,-12564429272.283558,4254010801.303473,-4489365998.489526,-201682244.10187882,22.847344116556137,3969229442.2968535,-56913715.90998243,1109463516.4556215,1994100567.1900454,183887128.171574,-1396424847.7500994,2485090718.7811217,760429652.7406882,-33308175.185438085,-392917824.7946386,17259840046.044067,-164316110.43893397,-13931276.498883868,-369059822.5840168,6.703360204038821e-07,-105446969.9305039,-132152214.22205122,470214285.93317586,1989-10-31
510267748.087388,-1662299919.3994758,-64874647.48256137,-1106844093.3050551,-7672229797.513907,2631733807.022214,-9686876167.143301,4872219694.396218,918848689.1163119,-155600296.8788642,-11.66173054527733,4039889507.5054374,-57747781.43907764,763511871.2603265,1522864053.9677026,149989102.42869803,-735872330.2410378,2176644519.880328,138929193.20717025,-53367151.344312236,-386978750.9967735,6590812828.282186,-122725862.26199456,140926.58802764324,-177669651.97097299,2.1344750785881815e-06,-143995676.85019857,-168127995.97102937,530964239.2372461,1989-11-30
654637000.0086738,-19814983840.352993,-84424816.78205475,-916137139.655768,-3720851821.077953,412515314.5150096,-6880649953.068753,9434949982.072206,-4138484334.6389947,-168013894.58097586,59.26471834431849,9543137678.373434,-75053936.21984567,462236432.18510175,1866863755.382968,98820200.62700567,-1930756912.7983696,3140123466.8634696,-141829451.18529198,-27412369.31027046,-454460669.361081,31040313524.92703,-226178319.41095254,-16283478.775641972,-513357192.58600897,-1.2197981479875817e-06,-157344375.67347747,-256126768.21167722,539265333.9541713,1989-12-29
363250673.7683988,-27555351597.449707,-50944988.238873385,-498022810.2694647,-581791439.2223963,5660210203.655784,-18887044170.393433,-5879230680.253438,1942082324.173322,-182555386.0919214,-65.01957198267121,7899773232.190392,-29986095.793844514,322589278.3732085,491576622.4155195,191531300.65782556,-681254812.4416771,867603704.1697916,-1609326990.4456353,-30143309.950410645,-285880253.9015272,13256854613.216425,59393794.85630598,27894240.71436845,-326529178.75764173,-3.601113235114766e-08,-112434833.6429681,-58501332.259499624,696552015.3180361,1990-01-31
199174270.279623,-66596429243.01543,-95638935.48335896,-333712000.31716007,34058951765.74888,-159244682.61457,-15908175790.13442,-123548932040.31842,91556177371.43544,-158881450.51385468,741.2110691709562,22910453274.073868,-69997992.31576183,325781879.9058364,582793595.5211892,112056623.08520764,-1373960529.7953317,2578221981.781224,-1790430141.0588613,-112809242.52446611,-13066412.53527818,24857088639.346443,-135300880.6872392,-10958575.766649967,-362963502.322205,1.4163025514717653e-05,-219755397.06599325,-178469322.3583784,772435496.7576209,1990-02-28
415520513.36524254,8612397754.11711,-138809574.2578453,-335513201.66056615,-31756751920.042713,2532347429.1107364,-12407056412.505013,-41039657056.09528,71785159175.37599,-203450116.33979395,3767.1957969677765,27058411949.909286,-78291178.19412968,170358828.31745464,787311469.6766984,157613984.7617018,-1037254542.0076284,2495894134.8942995,-1731562805.0388327,-81225101.02952664,-230651464.75616777,12371411244.660734,-206646008.09592733,2331579.111756288,-390661111.48217523,-4.017000867889179e-06,-138761182.49373618,-166574931.2478934,799086393.7352638,1990-03-30
