Variable,Spec_1,Spec_2,Spec_3,Spec_4,Spec_5,Spec_6,Spec_7,Spec_8,Spec_9
Variable,Spec 1,Spec 2,Spec 3,Spec 4,Spec 5,Spec 6,Spec 7,Spec 8,Spec 9
Mispricing Signal (lasso) (Q5) - Coefficient,,,,,,,0.011115707262987023,,
Mispricing Signal (lasso) (Q5) - t-statistic,,,,,,,0.6325061772086514,,
Mispricing Signal (lasso) (Q5) - p-value,,,,,,,0.5270575964167916,,
Mispricing Signal (lasso) (Q5) - Significance,,,,,,,NS,,
Mispricing Signal (pls) (Q5) - Coefficient,,,,,,,,0.007323959998088848,
Mispricing Signal (pls) (Q5) - t-statistic,,,,,,,,0.9605760504751438,
Mispricing Signal (pls) (Q5) - p-value,,,,,,,,0.3367676609154433,
Mispricing Signal (pls) (Q5) - Significance,,,,,,,,NS,
Mispricing Signal (xgb) (Q5) - Coefficient,,,,,,,,,0.004379514457962021
Mispricing Signal (xgb) (Q5) - t-statistic,,,,,,,,,0.6168028708083821
Mispricing Signal (xgb) (Q5) - p-value,,,,,,,,,0.537366140026839
Mispricing Signal (xgb) (Q5) - Significance,,,,,,,,,NS
Number of observations,,,,,101698,101698,101698,101698,101698
R-squared,,,,,-0.009278031611170023,-0.011224875716827842,-0.007654845342720762,-0.00788530836335588,-0.008931446040569835
Industry control,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
