avg_q1,avg_q5,avg_q1_minus_q5,ann_q1_minus_q5,q1_minus_q5_sharpe,num_months
0.019044758259414093,0.008635723628168177,0.010409034631245921,0.12490841557495105,1.3552197488639492,305
