date,open,high,low,close,volume
2015-01-02,61.8247,62.4137,61.1178,61.7612,1510209
2015-01-05,61.3443,61.7558,59.5862,59.6859,2729685
2015-01-06,59.9125,60.3837,58.7525,59.7675,4196491
2015-01-07,60.2206,60.574,59.5953,60.565,1783632
2015-01-08,61.1268,61.3987,60.6193,61.3625,2057977
2015-01-09,61.3897,61.5981,58.902,59.115,2949298
2015-01-12,60.1662,60.3837,58.9156,59.6587,2920562
2015-01-13,60.1934,60.9455,58.4987,59.2328,2169821
2015-01-14,58.5803,59.124,57.9187,58.68,2081282
2015-01-15,58.8975,59.2871,57.384,57.4203,1981955
2015-01-16,57.3206,58.5168,57.1665,58.4534,1922203
2015-01-20,58.689,58.8159,57.9731,58.4353,1315202
2015-01-21,58.0728,59.1603,57.9368,58.9971,1628226
2015-01-22,58.7253,59.2871,57.9278,58.6075,2551602
2015-01-23,58.6528,58.9518,58.2993,58.4987,1896419
2015-01-26,58.2721,59.115,58.2572,59.0968,1542557
2015-01-27,58.1634,58.4443,57.5562,58.109,1297361
2015-01-28,58.4987,58.8703,57.3296,57.4882,2100389
2015-01-29,57.7193,58.2902,57.4293,58.0456,3030215
2015-01-30,56.369,56.4143,54.3662,54.4749,4799339
2015-02-02,54.7468,55.7165,53.7681,55.6531,3434781
2015-02-03,56.3599,57.1574,56.0881,56.8674,2786600
2015-02-04,56.5412,57.0668,56.2693,56.6046,1966741
2015-02-05,57.0668,57.4021,56.0518,56.4143,2296609
2015-02-06,56.659,57.3478,56.5865,56.8674,1846497
2015-02-09,56.5865,57.4067,56.5684,57.239,1646946
2015-02-10,57.1756,57.7465,56.9128,57.239,1937868
2015-02-11,57.0935,57.4754,56.5842,57.1481,2067473
2015-02-12,57.3845,57.5573,56.9434,57.5118,1233999
2015-02-13,57.7028,58.6486,57.5937,58.4076,1506991
2015-02-17,58.5031,58.8032,58.1757,58.6213,1115624
2015-02-18,58.3849,58.8669,58.3849,58.6531,1003220
2015-02-19,58.5031,59.1033,58.203,58.6531,1341669
2015-02-20,58.6122,58.7486,57.7756,58.7395,1705550
2015-02-23,58.6668,58.8214,57.862,58.1211,1620148
2015-02-24,57.9847,58.3758,57.8483,58.012,1258932
2015-02-25,58.2303,58.8123,58.0939,58.7532,1733889
2015-02-26,58.8578,59.1852,58.5304,58.7941,1501335
2015-02-27,58.7941,58.9214,58.1393,58.2485,1493627
2015-03-02,58.4394,59.3216,58.3121,59.0306,2120873
2015-03-03,58.7214,59.1033,58.5122,58.6941,1113017
2015-03-04,58.203,58.6213,56.9207,57.0253,2287489
2015-03-05,56.5842,57.1344,56.5024,56.7934,1619330
2015-03-06,56.5478,56.857,55.9385,56.0704,1881256
2015-03-09,56.0749,56.7115,56.0658,56.616,1853814
2015-03-10,55.9112,56.1295,55.02,55.02,1601356
2015-03-11,54.9291,55.5475,54.8154,55.4656,1867894
2015-03-12,55.8567,56.7661,55.793,56.7115,1088834
2015-03-13,56.4205,56.7752,55.5293,56.1386,1301938
2015-03-16,56.4933,57.0207,56.4933,56.8616,1188206
2015-03-17,56.7752,57.1026,56.5206,56.9025,1055286
2015-03-18,56.6115,58.1484,56.2841,57.962,2135546
2015-03-19,57.7392,57.9574,56.8389,56.9207,1310037
2015-03-20,57.3572,58.0575,56.9116,57.8483,2828483
2015-03-23,58.1848,58.4394,57.8028,57.9756,1667134
2015-03-24,58.2303,58.5213,57.9756,58.303,1611018
2015-03-25,58.2576,58.3485,56.9389,56.9571,1216521
2015-03-26,56.9298,57.4482,56.5296,56.6752,1654443
2015-03-27,56.3841,56.6206,55.9385,56.5387,1278219
2015-03-30,56.8207,57.8415,56.6024,57.7028,1019662
2015-03-31,57.4118,57.8392,57.2754,57.4209,1580234
2015-04-01,57.3027,57.43,56.1022,56.2932,1334844
2015-04-02,56.2932,56.6388,55.2746,55.6566,2632685
2015-04-06,55.1837,56.7388,55.0201,56.4296,1532420
2015-04-07,56.3478,56.6661,56.1477,56.5206,1261056
2015-04-08,56.7024,57.0844,56.4479,57.0753,1535683
2015-04-09,56.8116,57.5027,56.8116,57.4664,1690816
