date,open,high,low,close,volume
2015-01-02,41.7646,41.9285,41.3548,41.6826,1577623
2015-01-05,41.3548,41.6098,40.8084,40.9359,2067254
2015-01-06,41.2273,41.6918,40.863,41.4823,3291123
2015-01-07,41.7009,42.0242,41.5005,41.7009,2434066
2015-01-08,42.056,42.2837,41.9103,42.1926,2888681
2015-01-09,42.393,42.4203,41.6371,41.8557,2057989
2015-01-12,42.0105,42.3475,41.2,42.22,3485787
2015-01-13,41.9832,42.1198,40.945,41.3912,2782307
2015-01-14,41.4459,41.8192,40.7811,41.4368,3917863
2015-01-15,41.8375,42.056,41.3366,41.373,2229588
2015-01-16,41.3912,41.9467,41.2182,41.883,2816117
2015-01-20,43.1124,43.5405,42.4203,43.3948,6895690
2015-01-21,43.5587,44.0596,43.2308,43.8683,8476134
2015-01-22,44.1324,44.3419,43.7135,44.3146,4436794
2015-01-23,44.3146,44.3146,43.6589,43.6589,3043706
2015-01-26,43.5496,44.1142,43.5223,44.0231,4145279
2015-01-27,43.668,44.6788,43.6498,44.269,2958779
2015-01-28,44.5422,44.5787,43.3401,43.4403,2874520
2015-01-29,43.7773,43.9685,43.2855,43.9139,3471954
2015-01-30,43.4585,45.0795,43.331,44.3419,5135772
2015-02-02,44.5422,44.861,44.0869,44.7062,2968774
2015-02-03,44.779,45.8172,44.7039,45.6442,4331034
2015-02-04,45.207,45.2981,44.8519,44.9338,2907530
2015-02-05,45.2617,45.3801,44.9338,45.3437,2375640
2015-02-06,45.2708,45.3846,44.9429,45.2617,2124830
2015-02-09,45.717,46.2088,45.4529,45.9811,4233337
2015-02-10,46.186,46.2817,45.6442,46.2452,3162120
2015-02-11,46.4729,47.5111,45.881,46.6186,5208519
2015-02-12,47.6659,47.6933,47.1013,47.3927,4286186
2015-02-13,47.42,47.9118,47.2561,47.6568,3465698
2015-02-17,47.7297,47.7297,47.1742,47.3654,4062669
2015-02-18,47.7115,47.9665,47.2106,47.9665,3334124
2015-02-19,47.7934,48.3945,47.4474,48.2852,2661887
2015-02-20,48.1941,48.3717,47.839,48.3398,3528547
2015-02-23,48.2852,48.5675,48.0575,48.2397,3080418
2015-02-24,48.5129,48.6586,48.2488,48.44,2486031
2015-02-25,48.4218,49.0229,48.3945,48.777,3534865
2015-02-26,48.6677,48.7952,47.9938,48.4491,3757752
2015-02-27,48.3398,48.6404,48.1759,48.5038,4315957
2015-03-02,48.3581,48.7679,47.6022,48.7497,2706879
2015-03-03,48.5941,48.6856,48.0543,48.1366,2917406
2015-03-04,48.1092,48.1458,47.3589,47.487,3304590
2015-03-05,47.4778,47.5474,45.5655,46.142,6993907
2015-03-06,45.7211,45.7485,44.6323,44.861,6998895
2015-03-09,44.9525,45.2728,44.8885,45.1355,2808585
2015-03-10,44.7055,44.7238,44.2205,44.2205,4595227
2015-03-11,44.4401,44.5499,43.5618,43.7814,3856807
2015-03-12,44.0192,44.4859,43.5069,43.6807,4675011
2015-03-13,43.3971,43.3971,42.6971,42.8481,4361654
2015-03-16,42.8389,43.3605,42.0246,42.9121,5075530
2015-03-17,42.8206,43.4794,42.601,43.269,5301253
