Time to maturity,Interest Rate
0.8,0.0163211
0.7918,0.0163489
0.789,0.0164489
0.7863,0.0165211
0.7836,0.0165211
0.7808,0.0165394
0.7726,0.0165832
0.7699,0.0165738
0.7671,0.016605
0.7644,0.01668
0.7616,0.0167425
0.7534,0.0169313
0.7507,0.0171125
0.7479,0.0171445
0.7452,0.017225
0.7425,0.0172988
0.7342,0.0173535
0.7315,0.0174769
0.7288,0.0175575
0.726,0.0176769
0.7233,0.0177443
0.7151,0.017817
0.7123,0.017883
0.7096,0.0181413
0.7068,0.0182488
0.7041,0.0183363
0.6904,0.01843
0.6877,0.0184363
0.6849,0.0183707
0.674,0.0183938
0.6712,0.0184269
0.6685,0.0185831
0.6658,0.0186507
0.6575,0.0186529
0.6548,0.0186519
0.6521,0.0187144
0.6493,0.0188027
0.6466,0.0188769
0.6384,0.0189875
0.6356,0.0190406
0.6329,0.01913
0.6301,0.019255
0.6274,0.0193175
0.6192,0.019255
0.6164,0.0192844
0.6137,0.0193738
0.611,0.0194969
0.6082,0.0195965
0.6,0.0196719
0.5973,0.0196625
0.5945,0.0196625
0.5918,0.01983
0.589,0.0199214
0.5808,0.020008
0.5781,0.0199188
0.5753,0.0200438
0.5726,0.0202633
0.5699,0.0203831
0.5616,0.0204863
0.5589,0.0205715
0.5562,0.0206283
0.5534,0.0209644
0.5507,0.0210613
0.5425,0.0211863
0.5397,0.0212863
0.537,0.021455
0.5342,0.02168
0.5315,0.0218188
0.5233,0.0220113
0.5205,0.0221125
0.5178,0.0222375
0.5151,0.0222488
0.5123,0.0222843
0.5041,0.0222929
0.5014,0.0224051
0.4986,0.022455
0.4959,0.0225925
0.4932,0.0226863
0.4849,0.0228675
0.4822,0.0230425
0.4795,0.0232113
0.4767,0.0234175
0.474,0.0236363
0.4658,0.023905
0.463,0.0240988
0.4603,0.0243422
0.4575,0.024473
0.4548,0.0244971
0.4466,0.024538
0.4438,0.0245299
0.4411,0.0244403
0.4384,0.024524
0.4247,0.0245988
0.4219,0.0246
0.4192,0.0246625
0.4164,0.0247219
0.4082,0.0247063
0.4055,0.024675
0.4027,0.024725
0.4,0.0248188
0.3973,0.0249
0.389,0.0250313
0.3863,0.0250125
0.3836,0.0250313
0.3808,0.0250938
0.3781,0.0251125
0.3699,0.0251563
0.3671,0.0251625
0.3644,0.0251925
0.3616,0.0252175
0.3589,0.0251956
0.3507,0.0251175
0.3479,0.0251425
0.3452,0.0251269
0.3425,0.0251488
0.3397,0.0252019
0.3288,0.0252375
0.326,0.0251813
0.3233,0.0251688
0.3205,0.02515
0.3123,0.0250063
0.3096,0.024925
0.3068,0.0249438
0.3041,0.0249938
0.3014,0.0249875
0.2932,0.0249875
0.2904,0.0249938
0.2877,0.024975
0.2849,0.02485
0.2822,0.0248188
0.2712,0.0247
0.2685,0.0246688
0.2658,0.0247375
0.263,0.0247438
0.2548,0.02484
0.2521,0.0247963
0.2493,0.0248375
0.2466,0.0249188
0.2438,0.0248875
0.2356,0.0249313
0.2329,0.0249875
0.2301,0.0250013
0.2274,0.0250288
0.2247,0.0250375
0.2164,0.0249688
0.2137,0.02495
0.211,0.0250088
0.2082,0.0250438
0.2055,0.025075
0.1973,0.025025
0.1945,0.025025
0.1918,0.0250063
0.189,0.0250125
0.1863,0.0250125
0.1781,0.0250969
0.1753,0.0250688
0.1726,0.0250594
0.1699,0.0252025
0.1671,0.0250813
0.1589,0.0250875
0.1562,0.0251188
0.1534,0.0251238
0.1507,0.0251963
0.1479,0.0252088
0.1397,0.025185
0.137,0.0252313
0.1342,0.0252663
0.1315,0.0252725
0.1288,0.0252425
0.1205,0.0252088
0.1178,0.025225
0.1151,0.025225
0.1123,0.0252863
0.1096,0.0252988
0.1014,0.025305
0.0986,0.025305
0.0959,0.0253363
0.0932,0.025305
0.0904,0.0252475
0.0822,0.0252163
0.0795,0.0252238
0.0767,0.02517
0.074,0.0251713
0.0712,0.0251213
0.063,0.0250763
0.0603,0.0251238
0.0575,0.0251063
0.0548,0.025135
0.0521,0.0251075
0.0438,0.0250863
0.0411,0.0251288
0.0384,0.025125
0.0356,0.0251613
0.0329,0.02523
0.0219,0.0252825
0.0192,0.025275
0.0164,0.0253388
0.0137,0.0253563
0.0055,0.02535
0.0027,0.02539
0,0.0254056
