step,omega_l,omega_r,dt
146,6.280000000003838,6.280000000003838,0.064
147,6.181875000009995,6.280000000003838,0.064
148,6.279999999975416,6.280000000003838,0.064
149,6.280000000003838,6.181874999981574,0.064
150,6.280000000003838,6.280000000003838,0.064
151,6.280000000003838,6.280000000003838,0.064
152,6.181875000009995,6.280000000003838,0.064
153,6.280000000003838,6.280000000003838,0.064
154,6.279999999975416,6.181874999981574,0.064
155,6.280000000003838,6.280000000003838,0.064
156,6.280000000003838,6.280000000003838,0.064
157,6.181875000009995,6.280000000003838,0.064
158,6.280000000003838,6.280000000003838,0.064
159,6.280000000003838,6.181874999981574,0.064
160,6.279999999975416,6.280000000003838,0.064
161,6.181875000009995,6.280000000003838,0.064
162,6.280000000003838,6.280000000003838,0.064
163,6.280000000003838,6.181875000009995,0.064
164,6.280000000003838,6.280000000003838,0.064
165,6.280000000003838,6.279999999975416,0.064
166,0.588749999991478,-0.588749999991478,0.064
167,0.588749999991478,-0.6868749999853208,0.064
168,0.6868750000137425,-0.5887500000198997,0.064
169,0.588749999991478,-0.6868749999853208,0.064
170,0.6868749999853208,-0.588749999991478,0.064
171,0.5887500000198997,-0.5887500000198997,0.064
172,0.588749999991478,-0.6868749999853208,0.064
173,0.6868750000137425,-0.5887500000198997,0.064
174,0.588749999991478,-0.6868749999853208,0.064
175,0.6868749999853208,-0.588749999991478,0.064
176,0.5887500000198997,-0.5887500000198997,0.064
177,0.588749999991478,-0.6868749999853208,0.064
178,0.6868750000137425,-0.5887500000198997,0.064
179,0.588749999991478,-0.6868749999853208,0.064
180,0.6868749999853208,-0.588749999991478,0.064
181,0.5887500000198997,-0.5887500000198997,0.064
182,0.588749999991478,-0.6868749999853208,0.064
183,0.6868749999853208,-0.588749999991478,0.064
184,0.5887500000198997,-0.6868750000137425,0.064
185,0.6868749999853208,-0.588749999991478,0.064
186,0.5887500000198997,-0.5887500000198997,0.064
187,0.588749999991478,-0.6868749999853208,0.064
188,0.6868749999853208,-0.588749999991478,0.064
189,0.5887500000198997,-0.6868750000137425,0.064
190,0.6868749999853208,-0.588749999991478,0.064
191,0.588749999991478,-0.5887500000198997,0.064
192,0.5887500000198997,-0.6868749999853208,0.064
193,0.6868749999853208,-0.588749999991478,0.064
194,0.5887500000198997,-0.6868750000137425,0.064
195,0.6868749999853208,-0.588749999991478,0.064
196,0.588749999991478,-0.588749999991478,0.064
197,0.5887500000198997,-0.6868750000137425,0.064
198,0.6868749999853208,-0.588749999991478,0.064
199,0.5887500000198997,-0.6868750000137425,0.064
200,0.6868749999853208,-0.588749999991478,0.064
201,0.588749999991478,-0.588749999991478,0.064
202,0.5887500000198997,-0.6868750000137425,0.064
203,0.6868749999853208,-0.588749999991478,0.064
204,0.588749999991478,-0.6868750000137425,0.064
205,0.6868750000137425,-0.588749999991478,0.064
206,0.588749999991478,-0.588749999991478,0.064
207,0.5887500000198997,-0.6868750000137425,0.064
208,0.6868749999853208,-0.588749999991478,0.064
209,0.588749999991478,-0.6868750000137425,0.064
210,0.6868750000137425,-0.588749999991478,0.064
211,0.588749999991478,-0.588749999991478,0.064
212,0.5887500000198997,-0.6868750000137425,0.064
213,0.6868749999853208,-0.588749999991478,0.064
214,0.588749999991478,-0.6868750000137425,0.064
215,0.6868750000137425,-0.588749999991478,0.064
216,0.588749999991478,-0.588749999991478,0.064
217,0.588749999991478,-0.6868750000137425,0.064
218,0.6868750000137425,-0.588749999991478,0.064
219,0.588749999991478,-0.6868750000137425,0.064
220,0.6868750000137425,-0.588749999991478,0.064
221,6.181874999981574,6.280000000003838,0.064
222,6.280000000003838,6.280000000003838,0.064
223,6.280000000003838,6.181875000009995,0.064
224,6.280000000003838,6.279999999975416,0.064
225,6.181875000009995,6.280000000003838,0.064
226,6.280000000003838,6.280000000003838,0.064
227,6.279999999975416,6.181875000009995,0.064
228,6.280000000003838,6.280000000003838,0.064
229,6.280000000003838,6.280000000003838,0.064
230,6.181875000009995,6.279999999975416,0.064
231,6.280000000003838,6.280000000003838,0.064
232,6.280000000003838,6.181875000009995,0.064
233,6.279999999975416,6.280000000003838,0.064
234,6.280000000003838,6.280000000003838,0.064
235,6.181875000009995,6.280000000003838,0.064
236,6.280000000003838,6.279999999975416,0.064
237,6.280000000003838,6.181875000009995,0.064
238,6.279999999975416,6.280000000003838,0.064
239,6.181875000009995,6.280000000003838,0.064
240,6.280000000003838,6.280000000003838,0.064
241,6.280000000003838,6.181874999981574,0.064
242,6.280000000003838,6.280000000003838,0.064
243,6.280000000003838,6.280000000003838,0.064
244,6.181874999981574,6.280000000003838,0.064
245,6.280000000003838,6.280000000003838,0.064
246,6.280000000003838,6.181874999981574,0.064
247,6.280000000003838,6.280000000003838,0.064
248,6.280000000003838,6.280000000003838,0.064
249,6.181874999981574,6.280000000003838,0.064
250,6.280000000003838,6.280000000003838,0.064
251,6.280000000003838,6.181874999981574,0.064
252,6.280000000003838,6.280000000003838,0.064
253,6.181875000009995,6.280000000003838,0.064
254,6.279999999975416,6.280000000003838,0.064
255,6.280000000003838,6.181875000009995,0.064
256,6.280000000003838,6.280000000003838,0.064
257,6.280000000003838,6.279999999975416,0.064
258,6.181875000009995,6.280000000003838,0.064
259,6.280000000003838,6.280000000003838,0.064
260,6.279999999975416,6.181875000009995,0.064
261,6.280000000003838,6.280000000003838,0.064
262,6.280000000003838,6.280000000003838,0.064
263,6.181875000009995,6.279999999975416,0.064
264,6.280000000003838,6.280000000003838,0.064
265,6.280000000003838,6.181875000009995,0.064
266,6.279999999975416,6.280000000003838,0.064
267,6.181875000009995,6.280000000003838,0.064
268,6.280000000003838,6.280000000003838,0.064
269,6.280000000003838,6.181874999981574,0.064
270,6.280000000003838,6.280000000003838,0.064
271,6.280000000003838,6.280000000003838,0.064
272,6.181874999981574,6.280000000003838,0.064
273,6.280000000003838,6.280000000003838,0.064
274,6.280000000003838,6.181874999981574,0.064
275,6.280000000003838,6.280000000003838,0.064
276,6.280000000003838,6.280000000003838,0.064
277,6.181874999981574,6.280000000003838,0.064
278,6.280000000003838,6.280000000003838,0.064
279,6.280000000003838,6.181874999981574,0.064
280,6.280000000003838,6.280000000003838,0.064
281,6.181875000009995,6.280000000003838,0.064
282,6.279999999975416,6.280000000003838,0.064
283,6.280000000003838,6.181875000009995,0.064
284,6.280000000003838,6.280000000003838,0.064
285,6.280000000003838,6.279999999975416,0.064
286,6.181875000009995,6.280000000003838,0.064
287,6.279999999975416,6.280000000003838,0.064
288,6.280000000003838,6.181875000009995,0.064
289,6.280000000003838,6.280000000003838,0.064
290,6.280000000003838,6.279999999975416,0.064
291,6.181875000009995,6.280000000003838,0.064
292,6.280000000003838,6.280000000003838,0.064
293,6.279999999975416,6.181875000009995,0.064
294,6.280000000003838,6.280000000003838,0.064
295,6.181875000009995,6.280000000003838,0.064
296,6.280000000003838,6.279999999975416,0.064
297,6.280000000003838,6.181875000009995,0.064
298,6.280000000003838,6.280000000003838,0.064
299,6.279999999975416,6.280000000003838,0.064
300,6.181875000009995,6.280000000003838,0.064
301,6.280000000003838,6.280000000003838,0.064
302,6.280000000003838,6.181874999981574,0.064
303,6.280000000003838,6.280000000003838,0.064
304,6.280000000003838,6.280000000003838,0.064
305,6.181874999981574,6.280000000003838,0.064
306,6.280000000003838,6.280000000003838,0.064
307,6.280000000003838,6.181874999981574,0.064
308,6.280000000003838,6.280000000003838,0.064
309,6.181874999981574,6.280000000003838,0.064
310,6.280000000003838,6.280000000003838,0.064
311,6.280000000003838,6.181875000009995,0.064
312,6.280000000003838,6.279999999975416,0.064
313,6.280000000003838,6.280000000003838,0.064
314,6.181875000009995,6.280000000003838,0.064
315,6.279999999975416,6.280000000003838,0.064
316,6.280000000003838,6.181875000009995,0.064
317,6.280000000003838,6.280000000003838,0.064
318,6.280000000003838,6.279999999975416,0.064
319,6.181875000009995,6.280000000003838,0.064
320,6.280000000003838,6.280000000003838,0.064
321,6.279999999975416,6.181875000009995,0.064
322,6.280000000003838,6.280000000003838,0.064
323,6.181875000009995,6.280000000003838,0.064
324,6.280000000003838,6.279999999975416,0.064
325,6.280000000003838,6.181875000009995,0.064
326,6.279999999975416,6.280000000003838,0.064
327,6.280000000003838,6.280000000003838,0.064
328,6.181875000009995,6.280000000003838,0.064
329,6.280000000003838,6.279999999975416,0.064
330,6.280000000003838,6.181875000009995,0.064
331,6.280000000003838,6.280000000003838,0.064
332,6.279999999975416,6.280000000003838,0.064
333,6.181875000009995,6.280000000003838,0.064
334,6.280000000003838,6.280000000003838,0.064
335,6.280000000003838,6.181874999981574,0.064
336,6.280000000003838,6.280000000003838,0.064
337,6.181874999981574,6.280000000003838,0.064
338,6.280000000003838,6.280000000003838,0.064
339,6.280000000003838,6.181874999981574,0.064
340,6.280000000003838,6.280000000003838,0.064
341,6.280000000003838,6.280000000003838,0.064
342,6.181874999981574,6.280000000003838,0.064
343,6.280000000003838,6.280000000003838,0.064
344,6.280000000003838,6.181875000009995,0.064
345,6.280000000003838,6.279999999975416,0.064
346,6.280000000003838,6.280000000003838,0.064
347,6.181875000009995,6.280000000003838,0.064
348,6.279999999975416,6.280000000003838,0.064
349,6.280000000003838,6.181875000009995,0.064
350,6.280000000003838,6.280000000003838,0.064
351,6.181875000009995,6.279999999975416,0.064
352,6.280000000003838,6.280000000003838,0.064
353,6.280000000003838,6.181875000009995,0.064
354,0.588749999991478,-0.588749999991478,0.064
355,0.6868749999853208,-0.5887500000198997,0.064
356,0.5887500000198997,-0.6868749999853208,0.064
357,0.6868749999853208,-0.588749999991478,0.064
358,0.588749999991478,-0.6868750000137425,0.064
359,0.5887500000198997,-0.588749999991478,0.064
360,0.6868749999853208,-0.5887500000198997,0.064
361,0.5887500000198997,-0.6868749999853208,0.064
362,0.6868749999853208,-0.588749999991478,0.064
363,0.588749999991478,-0.6868750000137425,0.064
364,0.5887500000198997,-0.588749999991478,0.064
365,0.6868749999853208,-0.5887500000198997,0.064
366,0.5887500000198997,-0.6868749999853208,0.064
367,0.6868749999853208,-0.588749999991478,0.064
368,0.588749999991478,-0.6868750000137425,0.064
369,0.5887500000198997,-0.588749999991478,0.064
370,0.6868749999853208,-0.588749999991478,0.064
371,0.588749999991478,-0.6868750000137425,0.064
372,0.6868750000137425,-0.588749999991478,0.064
373,0.588749999991478,-0.6868750000137425,0.064
374,0.5887500000198997,-0.588749999991478,0.064
375,0.6868749999853208,-0.588749999991478,0.064
376,0.588749999991478,-0.6868750000137425,0.064
377,0.6868750000137425,-0.588749999991478,0.064
378,0.588749999991478,-0.6868750000137425,0.064
379,0.588749999991478,-0.588749999991478,0.064
380,0.6868750000137425,-0.588749999991478,0.064
381,0.588749999991478,-0.6868750000137425,0.064
382,0.6868750000137425,-0.588749999991478,0.064
383,0.588749999991478,-0.6868750000137425,0.064
384,0.588749999991478,-0.588749999991478,0.064
385,0.6868750000137425,-0.588749999991478,0.064
386,0.588749999991478,-0.6868750000137425,0.064
387,0.6868750000137425,-0.588749999991478,0.064
388,0.588749999991478,-0.6868750000137425,0.064
389,0.588749999991478,-0.588749999991478,0.064
390,0.6868750000137425,-0.588749999991478,0.064
391,0.588749999991478,-0.6868750000137425,0.064
392,0.6868750000137425,-0.588749999991478,0.064
393,0.588749999991478,-0.6868750000137425,0.064
394,0.588749999991478,-0.588749999991478,0.064
395,0.6868750000137425,-0.588749999991478,0.064
396,0.588749999991478,-0.6868750000137425,0.064
397,0.6868750000137425,-0.588749999991478,0.064
398,0.588749999991478,-0.6868749999853208,0.064
399,0.588749999991478,-0.5887500000198997,0.064
400,0.6868750000137425,-0.588749999991478,0.064
401,0.588749999991478,-0.6868750000137425,0.064
402,0.6868750000137425,-0.588749999991478,0.064
403,0.588749999991478,-0.6868749999853208,0.064
404,0.588749999991478,-0.5887500000198997,0.064
405,0.6868750000137425,-0.588749999991478,0.064
406,0.588749999991478,-0.6868750000137425,0.064
407,0.6868749999853208,-0.588749999991478,0.064
408,0.5887500000198997,-0.6868749999853208,0.064
409,6.280000000003838,6.280000000003838,0.064
410,6.280000000003838,6.279999999975416,0.064
411,6.181874999981574,6.280000000003838,0.064
412,6.280000000003838,6.280000000003838,0.064
413,6.280000000003838,6.181875000009995,0.064
414,6.280000000003838,6.280000000003838,0.064
415,6.181874999981574,6.280000000003838,0.064
416,6.280000000003838,6.279999999975416,0.064
417,6.280000000003838,6.181875000009995,0.064
418,6.280000000003838,6.280000000003838,0.064
419,6.280000000003838,6.280000000003838,0.064
420,6.181875000009995,6.280000000003838,0.064
421,6.279999999975416,6.279999999975416,0.064
422,6.280000000003838,6.181875000009995,0.064
423,6.280000000003838,6.280000000003838,0.064
424,6.280000000003838,6.280000000003838,0.064
425,6.181875000009995,6.280000000003838,0.064
426,6.279999999975416,6.280000000003838,0.064
427,6.280000000003838,6.181874999981574,0.064
428,6.280000000003838,6.280000000003838,0.064
429,6.181875000009995,6.280000000003838,0.064
430,6.280000000003838,6.280000000003838,0.064
431,6.280000000003838,6.181874999981574,0.064
432,6.279999999975416,6.280000000003838,0.064
433,6.280000000003838,6.280000000003838,0.064
434,6.181875000009995,6.280000000003838,0.064
435,6.280000000003838,6.280000000003838,0.064
436,6.280000000003838,6.181875000009995,0.064
437,6.280000000003838,6.279999999975416,0.064
438,6.279999999975416,6.280000000003838,0.064
439,6.181875000009995,6.280000000003838,0.064
440,6.280000000003838,6.280000000003838,0.064
441,6.280000000003838,6.181875000009995,0.064
442,6.280000000003838,6.280000000003838,0.064
443,6.181874999981574,6.279999999975416,0.064
444,6.280000000003838,6.280000000003838,0.064
445,6.280000000003838,6.181875000009995,0.064
446,6.280000000003838,6.280000000003838,0.064
447,6.280000000003838,6.280000000003838,0.064
448,6.181874999981574,6.280000000003838,0.064
449,6.280000000003838,6.279999999975416,0.064
450,6.280000000003838,6.181875000009995,0.064
451,6.280000000003838,6.280000000003838,0.064
452,6.280000000003838,6.280000000003838,0.064
453,6.181875000009995,6.280000000003838,0.064
454,6.279999999975416,6.280000000003838,0.064
455,6.280000000003838,6.181874999981574,0.064
456,6.280000000003838,6.280000000003838,0.064
457,6.181875000009995,6.280000000003838,0.064
458,6.280000000003838,6.280000000003838,0.064
459,6.280000000003838,6.181874999981574,0.064
460,6.279999999975416,6.280000000003838,0.064
461,6.280000000003838,6.280000000003838,0.064
462,6.181875000009995,6.280000000003838,0.064
463,6.280000000003838,6.280000000003838,0.064
464,6.280000000003838,6.181875000009995,0.064
465,6.279999999975416,6.279999999975416,0.064
466,6.280000000003838,6.280000000003838,0.064
467,6.181875000009995,6.280000000003838,0.064
468,6.280000000003838,6.280000000003838,0.064
469,6.280000000003838,6.181875000009995,0.064
470,6.280000000003838,6.279999999975416,0.064
471,6.181874999981574,6.280000000003838,0.064
472,6.280000000003838,6.280000000003838,0.064
473,6.280000000003838,6.181875000009995,0.064
474,6.280000000003838,6.280000000003838,0.064
475,6.280000000003838,6.280000000003838,0.064
476,6.181874999981574,6.279999999975416,0.064
477,6.280000000003838,6.280000000003838,0.064
478,6.280000000003838,6.181875000009995,0.064
479,6.280000000003838,6.280000000003838,0.064
480,6.280000000003838,6.280000000003838,0.064
481,6.181874999981574,6.280000000003838,0.064
482,6.280000000003838,6.279999999975416,0.064
483,6.280000000003838,6.181875000009995,0.064
484,6.280000000003838,6.280000000003838,0.064
485,6.181875000009995,6.280000000003838,0.064
486,6.280000000003838,6.280000000003838,0.064
487,6.279999999975416,6.181874999981574,0.064
488,6.280000000003838,6.280000000003838,0.064
489,6.280000000003838,6.280000000003838,0.064
490,6.181875000009995,6.280000000003838,0.064
491,6.280000000003838,6.280000000003838,0.064
492,6.280000000003838,6.181874999981574,0.064
493,6.279999999975416,6.280000000003838,0.064
494,6.280000000003838,6.280000000003838,0.064
495,6.181875000009995,6.280000000003838,0.064
496,6.280000000003838,6.280000000003838,0.064
497,6.280000000003838,6.181875000009995,0.064
498,6.280000000003838,6.279999999975416,0.064
499,6.181874999981574,6.280000000003838,0.064
500,6.280000000003838,6.280000000003838,0.064
501,6.280000000003838,6.181875000009995,0.064
502,6.280000000003838,6.280000000003838,0.064
503,6.280000000003838,6.280000000003838,0.064
504,6.181874999981574,6.279999999975416,0.064
505,6.280000000003838,6.280000000003838,0.064
506,6.280000000003838,6.181875000009995,0.064
507,6.280000000003838,6.280000000003838,0.064
508,6.280000000003838,6.280000000003838,0.064
509,6.181874999981574,6.279999999975416,0.064
510,6.280000000003838,6.280000000003838,0.064
511,6.280000000003838,6.181875000009995,0.064
512,6.280000000003838,6.280000000003838,0.064
513,6.181875000009995,6.280000000003838,0.064
514,6.279999999975416,6.280000000003838,0.064
515,6.280000000003838,6.181874999981574,0.064
516,6.280000000003838,6.280000000003838,0.064
517,6.280000000003838,6.280000000003838,0.064
518,6.181875000009995,6.280000000003838,0.064
519,6.280000000003838,6.280000000003838,0.064
520,6.279999999975416,6.181874999981574,0.064
521,6.280000000003838,6.280000000003838,0.064
522,6.280000000003838,6.280000000003838,0.064
523,6.181875000009995,6.280000000003838,0.064
524,6.280000000003838,6.280000000003838,0.064
525,6.280000000003838,6.181874999981574,0.064
526,6.279999999975416,6.280000000003838,0.064
527,6.181875000009995,6.280000000003838,0.064
528,6.280000000003838,6.280000000003838,0.064
529,6.280000000003838,6.181875000009995,0.064
530,6.280000000003838,6.280000000003838,0.064
531,6.280000000003838,6.279999999975416,0.064
532,6.181874999981574,6.280000000003838,0.064
533,6.280000000003838,6.280000000003838,0.064
534,6.280000000003838,6.181875000009995,0.064
535,6.280000000003838,6.280000000003838,0.064
536,6.280000000003838,6.280000000003838,0.064
537,6.181874999981574,6.279999999975416,0.064
538,6.280000000003838,6.280000000003838,0.064
539,6.280000000003838,6.181875000009995,0.064
540,6.280000000003838,6.280000000003838,0.064
541,6.181875000009995,6.280000000003838,0.064
542,6.279999999975416,6.280000000003838,0.064
543,6.280000000003838,6.181874999981574,0.064
544,6.280000000003838,6.280000000003838,0.064
545,6.280000000003838,6.280000000003838,0.064
546,6.181875000009995,6.280000000003838,0.064
547,6.280000000003838,6.280000000003838,0.064
548,6.279999999975416,6.181874999981574,0.064
549,6.280000000003838,6.280000000003838,0.064
550,6.280000000003838,6.280000000003838,0.064
551,6.181875000009995,6.280000000003838,0.064
552,6.280000000003838,6.280000000003838,0.064
553,6.279999999975416,6.181874999981574,0.064
554,6.280000000003838,6.280000000003838,0.064
555,6.181875000009995,6.280000000003838,0.064
556,6.280000000003838,6.280000000003838,0.064
557,6.280000000003838,6.181875000009995,0.064
558,6.280000000003838,6.279999999975416,0.064
559,6.279999999975416,6.280000000003838,0.064
560,6.181875000009995,6.280000000003838,0.064
561,6.280000000003838,6.280000000003838,0.064
562,6.280000000003838,6.181875000009995,0.064
563,6.280000000003838,6.280000000003838,0.064
564,6.280000000003838,6.279999999975416,0.064
565,6.181874999981574,6.280000000003838,0.064
566,6.280000000003838,6.280000000003838,0.064
567,6.280000000003838,6.181875000009995,0.064
568,6.280000000003838,6.280000000003838,0.064
569,6.181874999981574,6.280000000003838,0.064
570,6.280000000003838,6.279999999975416,0.064
571,6.280000000003838,6.181875000009995,0.064
572,6.280000000003838,6.280000000003838,0.064
573,6.280000000003838,6.280000000003838,0.064
574,6.181875000009995,6.280000000003838,0.064
575,6.279999999975416,6.280000000003838,0.064
