step,omega_l,omega_r,dt
107,0.5887500000198997,-0.6868749999853208,0.064
108,0.588749999991478,-0.5887500000198997,0.064
109,0.6868750000137425,-0.588749999991478,0.064
110,0.588749999991478,-0.6868749999853208,0.064
111,0.6868749999853208,-0.5887500000198997,0.064
112,0.5887500000198997,-0.6868749999853208,0.064
113,0.588749999991478,-0.588749999991478,0.064
114,0.6868750000137425,-0.5887500000198997,0.064
115,0.588749999991478,-0.6868749999853208,0.064
116,0.6868749999853208,-0.5887500000198997,0.064
117,0.5887500000198997,-0.6868749999853208,0.064
118,0.588749999991478,-0.588749999991478,0.064
119,0.6868749999853208,-0.5887500000198997,0.064
120,0.5887500000198997,-0.6868749999853208,0.064
121,0.6868749999853208,-0.5887500000198997,0.064
122,0.5887500000198997,-0.6868749999853208,0.064
123,0.588749999991478,-0.588749999991478,0.064
124,0.6868749999853208,-0.5887500000198997,0.064
125,0.5887500000198997,-0.6868749999853208,0.064
126,0.6868749999853208,-0.588749999991478,0.064
127,0.5887500000198997,-0.6868750000137425,0.064
128,0.588749999991478,-0.588749999991478,0.064
129,0.6868749999853208,-0.5887500000198997,0.064
130,0.5887500000198997,-0.6868749999853208,0.064
131,0.6868749999853208,-0.588749999991478,0.064
132,0.588749999991478,-0.6868750000137425,0.064
133,0.5887500000198997,-0.588749999991478,0.064
134,0.6868749999853208,-0.5887500000198997,0.064
135,0.5887500000198997,-0.6868749999853208,0.064
136,0.6868749999853208,-0.588749999991478,0.064
137,0.588749999991478,-0.6868750000137425,0.064
138,0.5887500000198997,-0.588749999991478,0.064
139,0.6868749999853208,-0.588749999991478,0.064
140,0.5887500000198997,-0.6868750000137425,0.064
141,0.6868749999853208,-0.588749999991478,0.064
142,0.588749999991478,-0.6868750000137425,0.064
143,0.5887500000198997,-0.588749999991478,0.064
144,0.6868749999853208,-0.588749999991478,0.064
145,0.588749999991478,-0.6868750000137425,0.064
146,0.6868750000137425,-0.588749999991478,0.064
147,0.588749999991478,-0.6868750000137425,0.064
148,0.5887500000198997,-0.588749999991478,0.064
149,0.6868749999853208,-0.588749999991478,0.064
150,0.588749999991478,-0.6868750000137425,0.064
151,0.6868750000137425,-0.588749999991478,0.064
152,0.588749999991478,-0.6868750000137425,0.064
153,0.588749999991478,-0.588749999991478,0.064
154,0.6868750000137425,-0.588749999991478,0.064
155,0.588749999991478,-0.6868750000137425,0.064
156,0.6868750000137425,-0.588749999991478,0.064
157,0.588749999991478,-0.6868750000137425,0.064
158,0.588749999991478,-0.588749999991478,0.064
159,0.6868750000137425,-0.588749999991478,0.064
160,0.588749999991478,-0.6868750000137425,0.064
161,0.6868750000137425,-0.588749999991478,0.064
162,0.588749999991478,-0.6868749999853208,0.064
163,0.588749999991478,-0.5887500000198997,0.064
164,0.6868750000137425,-0.588749999991478,0.064
165,0.588749999991478,-0.6868750000137425,0.064
166,0.6868750000137425,-0.588749999991478,0.064
167,0.588749999991478,-0.6868749999853208,0.064
168,0.588749999991478,-0.5887500000198997,0.064
169,0.6868750000137425,-0.588749999991478,0.064
170,0.588749999991478,-0.6868750000137425,0.064
171,0.6868750000137425,-0.588749999991478,0.064
172,0.588749999991478,-0.6868749999853208,0.064
173,0.588749999991478,-0.5887500000198997,0.064
174,0.6868750000137425,-0.588749999991478,0.064
175,0.588749999991478,-0.6868749999853208,0.064
176,0.6868750000137425,-0.5887500000198997,0.064
177,0.588749999991478,-0.6868749999853208,0.064
178,0.588749999991478,-0.5887500000198997,0.064
179,0.6868750000137425,-0.588749999991478,0.064
180,0.588749999991478,-0.6868749999853208,0.064
181,0.6868749999853208,-0.5887500000198997,0.064
182,0.5887500000198997,-0.6868749999853208,0.064
183,0.588749999991478,-0.5887500000198997,0.064
184,0.6868750000137425,-0.588749999991478,0.064
185,0.588749999991478,-0.6868749999853208,0.064
186,0.6868749999853208,-0.5887500000198997,0.064
187,0.5887500000198997,-0.6868749999853208,0.064
188,0.588749999991478,-0.588749999991478,0.064
189,0.6868750000137425,-0.5887500000198997,0.064
190,0.588749999991478,-0.6868749999853208,0.064
191,0.6868749999853208,-0.5887500000198997,0.064
192,0.5887500000198997,-0.6868749999853208,0.064
193,0.588749999991478,-0.588749999991478,0.064
194,0.6868749999853208,-0.5887500000198997,0.064
195,0.5887500000198997,-0.6868749999853208,0.064
196,0.6868749999853208,-0.5887500000198997,0.064
197,0.5887500000198997,-0.6868749999853208,0.064
198,0.588749999991478,-0.588749999991478,0.064
199,0.6868749999853208,-0.5887500000198997,0.064
200,0.5887500000198997,-0.6868749999853208,0.064
201,0.6868749999853208,-0.588749999991478,0.064
202,0.5887500000198997,-0.6868750000137425,0.064
203,0.588749999991478,-0.588749999991478,0.064
204,0.6868749999853208,-0.5887500000198997,0.064
205,0.5887500000198997,-0.6868749999853208,0.064
206,0.6868749999853208,-0.588749999991478,0.064
207,0.588749999991478,-0.6868750000137425,0.064
208,0.5887500000198997,-0.588749999991478,0.064
209,0.6868749999853208,-0.588749999991478,0.064
210,0.5887500000198997,-0.6868750000137425,0.064
211,0.6868749999853208,-0.588749999991478,0.064
212,0.588749999991478,-0.6868750000137425,0.064
213,0.5887500000198997,-0.588749999991478,0.064
214,0.6868749999853208,-0.588749999991478,0.064
215,0.588749999991478,-0.6868750000137425,0.064
216,0.5887500000198997,-0.588749999991478,0.064
217,0.6868749999853208,-0.6868750000137425,0.064
218,0.5887500000198997,-0.588749999991478,0.064
219,0.6868749999853208,-0.588749999991478,0.064
220,0.588749999991478,-0.6868750000137425,0.064
221,0.5887500000198997,-0.588749999991478,0.064
222,0.6868749999853208,-0.6868750000137425,0.064
223,0.5887500000198997,-0.588749999991478,0.064
224,0.6868749999853208,-0.588749999991478,0.064
225,0.588749999991478,-0.6868750000137425,0.064
226,0.5887500000198997,-0.588749999991478,0.064
227,0.6868749999853208,-0.6868750000137425,0.064
228,0.588749999991478,-0.588749999991478,0.064
229,0.6868750000137425,-0.588749999991478,0.064
230,0.588749999991478,-0.6868750000137425,0.064
231,0.5887500000198997,-0.588749999991478,0.064
232,0.6868749999853208,-0.6868750000137425,0.064
233,0.588749999991478,-0.588749999991478,0.064
234,0.6868750000137425,-0.588749999991478,0.064
235,0.588749999991478,-0.6868750000137425,0.064
236,0.5887500000198997,-0.588749999991478,0.064
237,0.6868749999853208,-0.6868749999853208,0.064
238,0.588749999991478,-0.5887500000198997,0.064
239,0.6868750000137425,-0.588749999991478,0.064
240,0.588749999991478,-0.6868750000137425,0.064
241,0.588749999991478,-0.588749999991478,0.064
242,0.6868750000137425,-0.6868749999853208,0.064
243,0.588749999991478,-0.5887500000198997,0.064
244,0.6868750000137425,-0.588749999991478,0.064
245,0.588749999991478,-0.6868750000137425,0.064
246,0.588749999991478,-0.588749999991478,0.064
247,0.6868750000137425,-0.6868749999853208,0.064
248,0.588749999991478,-0.5887500000198997,0.064
249,0.6868750000137425,-0.588749999991478,0.064
250,0.588749999991478,-0.6868749999853208,0.064
251,0.588749999991478,-0.5887500000198997,0.064
252,0.6868750000137425,-0.6868749999853208,0.064
253,0.588749999991478,-0.5887500000198997,0.064
254,0.6868750000137425,-0.588749999991478,0.064
255,0.588749999991478,-0.6868749999853208,0.064
256,0.588749999991478,-0.5887500000198997,0.064
257,0.6868750000137425,-0.6868749999853208,0.064
258,0.588749999991478,-0.5887500000198997,0.064
259,0.6868750000137425,-0.588749999991478,0.064
260,0.588749999991478,-0.6868749999853208,0.064
261,0.588749999991478,-0.5887500000198997,0.064
262,0.6868750000137425,-0.6868749999853208,0.064
263,0.588749999991478,-0.588749999991478,0.064
264,0.6868750000137425,-0.5887500000198997,0.064
265,0.588749999991478,-0.6868749999853208,0.064
266,0.588749999991478,-0.5887500000198997,0.064
267,0.6868750000137425,-0.6868749999853208,0.064
268,0.588749999991478,-0.588749999991478,0.064
269,0.6868749999853208,-0.5887500000198997,0.064
270,0.5887500000198997,-0.6868749999853208,0.064
271,0.588749999991478,-0.588749999991478,0.064
272,0.6868750000137425,-0.6868750000137425,0.064
273,0.588749999991478,-0.588749999991478,0.064
274,0.6868749999853208,-0.5887500000198997,0.064
275,0.5887500000198997,-0.6868749999853208,0.064
276,0.588749999991478,-0.588749999991478,0.064
277,0.6868749999853208,-0.6868750000137425,0.064
278,0.5887500000198997,-0.588749999991478,0.064
279,0.6868749999853208,-0.5887500000198997,0.064
280,0.5887500000198997,-0.6868749999853208,0.064
281,0.588749999991478,-0.588749999991478,0.064
282,0.6868749999853208,-0.6868750000137425,0.064
283,0.5887500000198997,-0.588749999991478,0.064
284,0.6868749999853208,-0.588749999991478,0.064
285,0.5887500000198997,-0.6868750000137425,0.064
286,0.588749999991478,-0.588749999991478,0.064
287,0.6868749999853208,-0.6868750000137425,0.064
288,0.5887500000198997,-0.588749999991478,0.064
289,0.6868749999853208,-0.588749999991478,0.064
290,0.588749999991478,-0.6868750000137425,0.064
291,0.5887500000198997,-0.588749999991478,0.064
292,0.6868749999853208,-0.6868750000137425,0.064
293,0.5887500000198997,-0.588749999991478,0.064
294,0.6868749999853208,-0.588749999991478,0.064
295,0.588749999991478,-0.6868750000137425,0.064
296,0.5887500000198997,-0.588749999991478,0.064
297,0.6868749999853208,-0.6868750000137425,0.064
298,0.5887500000198997,-0.588749999991478,0.064
299,0.6868749999853208,-0.588749999991478,0.064
300,0.588749999991478,-0.6868750000137425,0.064
301,0.5887500000198997,-0.588749999991478,0.064
302,0.6868749999853208,-0.6868750000137425,0.064
303,0.588749999991478,-0.588749999991478,0.064
304,0.6868750000137425,-0.588749999991478,0.064
305,0.588749999991478,-0.6868750000137425,0.064
306,0.5887500000198997,-0.588749999991478,0.064
307,0.6868749999853208,-0.6868750000137425,0.064
308,0.588749999991478,-0.588749999991478,0.064
309,0.6868750000137425,-0.588749999991478,0.064
310,0.588749999991478,-0.6868750000137425,0.064
311,0.5887500000198997,-0.588749999991478,0.064
312,0.6868749999853208,-0.6868749999853208,0.064
313,0.588749999991478,-0.5887500000198997,0.064
314,0.6868750000137425,-0.588749999991478,0.064
315,0.588749999991478,-0.6868750000137425,0.064
316,0.588749999991478,-0.588749999991478,0.064
317,0.6868750000137425,-0.6868749999853208,0.064
318,0.588749999991478,-0.5887500000198997,0.064
319,0.6868750000137425,-0.588749999991478,0.064
320,0.588749999991478,-0.6868750000137425,0.064
321,0.588749999991478,-0.588749999991478,0.064
322,0.6868750000137425,-0.6868749999853208,0.064
323,0.588749999991478,-0.5887500000198997,0.064
324,0.6868750000137425,-0.588749999991478,0.064
325,0.588749999991478,-0.6868749999853208,0.064
326,0.588749999991478,-0.5887500000198997,0.064
327,0.6868750000137425,-0.6868749999853208,0.064
328,0.588749999991478,-0.5887500000198997,0.064
329,0.6868750000137425,-0.588749999991478,0.064
330,0.588749999991478,-0.6868749999853208,0.064
331,0.588749999991478,-0.5887500000198997,0.064
332,0.6868750000137425,-0.6868749999853208,0.064
333,0.588749999991478,-0.5887500000198997,0.064
334,0.6868750000137425,-0.588749999991478,0.064
335,0.588749999991478,-0.6868749999853208,0.064
336,0.588749999991478,-0.5887500000198997,0.064
337,0.6868750000137425,-0.6868749999853208,0.064
338,0.588749999991478,-0.588749999991478,0.064
339,0.6868750000137425,-0.5887500000198997,0.064
340,0.588749999991478,-0.6868749999853208,0.064
341,0.588749999991478,-0.5887500000198997,0.064
342,0.6868750000137425,-0.6868749999853208,0.064
343,0.588749999991478,-0.588749999991478,0.064
344,0.6868749999853208,-0.5887500000198997,0.064
345,0.5887500000198997,-0.6868749999853208,0.064
346,0.588749999991478,-0.588749999991478,0.064
347,0.6868750000137425,-0.6868750000137425,0.064
348,0.588749999991478,-0.588749999991478,0.064
349,0.6868749999853208,-0.5887500000198997,0.064
350,0.5887500000198997,-0.6868749999853208,0.064
351,0.588749999991478,-0.588749999991478,0.064
352,0.6868749999853208,-0.6868750000137425,0.064
353,0.5887500000198997,-0.588749999991478,0.064
354,0.6868749999853208,-0.5887500000198997,0.064
355,0.5887500000198997,-0.6868749999853208,0.064
356,0.588749999991478,-0.588749999991478,0.064
357,0.6868749999853208,-0.6868750000137425,0.064
358,0.5887500000198997,-0.588749999991478,0.064
359,0.6868749999853208,-0.588749999991478,0.064
360,0.5887500000198997,-0.6868750000137425,0.064
361,0.588749999991478,-0.588749999991478,0.064
362,0.6868749999853208,-0.6868750000137425,0.064
363,0.5887500000198997,-0.588749999991478,0.064
364,0.6868749999853208,-0.588749999991478,0.064
365,0.588749999991478,-0.6868750000137425,0.064
366,0.5887500000198997,-0.588749999991478,0.064
367,0.6868749999853208,-0.6868750000137425,0.064
368,0.5887500000198997,-0.588749999991478,0.064
369,0.6868749999853208,-0.588749999991478,0.064
370,0.588749999991478,-0.6868750000137425,0.064
371,0.5887500000198997,-0.588749999991478,0.064
372,0.6868749999853208,-0.6868750000137425,0.064
373,0.5887500000198997,-0.588749999991478,0.064
374,0.6868749999853208,-0.588749999991478,0.064
375,0.588749999991478,-0.6868750000137425,0.064
376,0.5887500000198997,-0.588749999991478,0.064
377,0.6868749999853208,-0.6868750000137425,0.064
378,0.588749999991478,-0.588749999991478,0.064
379,0.6868750000137425,-0.588749999991478,0.064
380,0.588749999991478,-0.6868750000137425,0.064
381,0.5887500000198997,-0.588749999991478,0.064
382,0.6868749999853208,-0.6868750000137425,0.064
383,0.588749999991478,-0.588749999991478,0.064
384,0.6868750000137425,-0.588749999991478,0.064
385,0.588749999991478,-0.6868750000137425,0.064
386,0.588749999991478,-0.588749999991478,0.064
387,0.6868750000137425,-0.6868749999853208,0.064
388,0.588749999991478,-0.5887500000198997,0.064
389,0.6868750000137425,-0.588749999991478,0.064
390,0.588749999991478,-0.6868750000137425,0.064
391,0.588749999991478,-0.588749999991478,0.064
392,0.6868750000137425,-0.6868749999853208,0.064
393,0.588749999991478,-0.5887500000198997,0.064
394,0.6868750000137425,-0.588749999991478,0.064
395,0.588749999991478,-0.6868750000137425,0.064
396,0.588749999991478,-0.588749999991478,0.064
397,0.6868750000137425,-0.6868749999853208,0.064
398,0.588749999991478,-0.5887500000198997,0.064
399,0.6868750000137425,-0.588749999991478,0.064
400,0.588749999991478,-0.6868749999853208,0.064
401,0.588749999991478,-0.5887500000198997,0.064
402,0.6868750000137425,-0.6868749999853208,0.064
403,0.588749999991478,-0.5887500000198997,0.064
404,0.6868750000137425,-0.588749999991478,0.064
405,0.588749999991478,-0.6868749999853208,0.064
406,0.588749999991478,-0.5887500000198997,0.064
407,0.6868750000137425,-0.6868749999853208,0.064
408,0.588749999991478,-0.588749999991478,0.064
409,0.6868750000137425,-0.5887500000198997,0.064
410,0.588749999991478,-0.6868749999853208,0.064
411,0.588749999991478,-0.5887500000198997,0.064
412,0.6868750000137425,-0.6868749999853208,0.064
413,0.588749999991478,-0.588749999991478,0.064
414,0.6868749999853208,-0.5887500000198997,0.064
415,0.5887500000198997,-0.6868749999853208,0.064
416,0.588749999991478,-0.5887500000198997,0.064
417,0.6868750000137425,-0.6868749999853208,0.064
418,0.588749999991478,-0.588749999991478,0.064
419,0.6868749999853208,-0.5887500000198997,0.064
420,0.5887500000198997,-0.6868749999853208,0.064
421,0.588749999991478,-0.588749999991478,0.064
422,0.6868750000137425,-0.6868750000137425,0.064
423,0.588749999991478,-0.588749999991478,0.064
424,0.6868749999853208,-0.5887500000198997,0.064
425,0.5887500000198997,-0.6868749999853208,0.064
426,0.588749999991478,-0.588749999991478,0.064
427,0.6868749999853208,-0.6868750000137425,0.064
428,0.5887500000198997,-0.588749999991478,0.064
429,0.6868749999853208,-0.5887500000198997,0.064
430,0.5887500000198997,-0.6868749999853208,0.064
431,0.588749999991478,-0.588749999991478,0.064
432,0.6868749999853208,-0.6868750000137425,0.064
433,0.5887500000198997,-0.588749999991478,0.064
