FYEAR,N,IQR,mean,p25,p50,p75,std,skew,min,max
1996,11301,455.617,2733.661860897266,8.424,68.291,464.041,20225.22265069525,17.679210456755918,0.0,688043.0
1997,10996,528.41725,3131.5947524554385,9.7,77.854,538.11725,22904.18933590055,15.158332908994645,0.0,632546.449
1998,11383,571.2654999999999,3747.7498286919085,9.541,86.155,580.8064999999999,28478.950831464103,15.099356567573443,0.0,710371.947
1999,11660,603.051,4170.234719897084,10.693,104.2555,613.744,31202.561097342055,14.653544301357178,0.0,821552.0
2000,11268,695.91325,4976.580683794818,12.2625,123.0695,708.17575,37389.2247655503,13.826993237036884,0.0,856123.0
2001,10734,768.4902500000001,5933.022515092231,11.385,135.5455,779.87525,44352.20198009465,12.958541392646529,0.0,970203.0
2002,10320,861.5712500000001,6776.171293023256,12.468,158.74450000000002,874.03925,50863.28280204076,12.649321141098083,0.0,1010472.0
2003,10099,964.7235,7717.850748588969,13.557500000000001,181.489,978.281,58868.49932213591,12.958691142758877,0.0,1166018.0
2004,9786,1093.653,9262.201362456572,15.833,212.231,1109.486,72980.30348145522,12.842181576787603,0.0,1484815.983
2005,9562,1213.53275,10054.054402740012,17.73525,235.212,1231.268,81332.8441386319,13.396961198659158,0.0,1546794.528
2006,9161,1373.658,11753.77149328676,21.111,266.843,1394.769,97419.30179777833,13.65832780301084,0.0,1919422.714
2007,8772,1614.28925,14816.31129103967,22.8735,298.8605,1637.16275,131695.58232458556,15.782774328241057,0.0,3589783.241
2008,8495,1723.9965000000002,14635.230634961743,25.7295,323.092,1749.726,136073.4709600215,16.4404058370849,0.0,3393295.033
2009,8356,1699.2264999999998,14540.831651986597,27.3575,315.2825,1726.5839999999998,125728.12576205014,14.640362036747668,0.0,2833943.753
2010,8269,1788.511,16123.644839883904,28.351,330.804,1816.862,141424.3972959417,14.386354420272736,0.0,3224489.0
2011,8240,1950.5175,16626.588477548543,28.863,360.20000000000005,1979.3805,144514.11774739422,14.401480155568137,0.0,3216055.0
2012,8515,1965.7910000000002,16670.885290311217,25.753999999999998,353.346,1991.545,140978.45693361547,14.267869604136374,0.0,3215198.0
2013,8620,2018.345,16604.570241647332,23.74425,368.3825,2042.08925,138254.94569472093,14.106619189830491,0.0,3260517.0
2014,8369,2426.688,17076.253203369575,29.997,431.116,2456.685,137714.95829287317,13.994539322226384,0.0,3244456.0
2015,8118,2586.17625,16861.375675782212,35.19875,489.52049999999997,2621.375,131536.3679422951,14.061047645526793,0.0,3217858.0
2016,7918,2788.679,17592.584616948727,36.1985,523.9735000000001,2824.8775,134290.62959478408,14.06463373189878,0.0,3281897.0
2017,7772,2992.3160000000003,18896.15220316521,36.61525,535.7785,3028.93125,142117.27349414642,13.728804981682167,0.0,3349215.0
2018,7645,3155.638,18900.20936965337,36.893,553.564,3192.531,141118.34530375758,13.99054739755019,0.0,3412078.0
2019,7689,3290.241,19778.721108596696,41.349,588.802,3331.59,147586.11498777874,14.090792547586133,0.0,3488711.0
2020,7943,3269.3099999999995,21579.73616794662,40.697,551.3,3310.0069999999996,165360.791556195,14.359346073947766,0.0,3960490.0
2021,7880,3632.18625,22442.81576281726,45.6465,607.1235,3677.83275,171353.79556039494,14.65296427173962,0.0,4181809.0
2022,7511,3923.801,23058.483792570896,51.233000000000004,678.313,3975.034,172733.4706483051,14.634582446029967,0.0,4245011.0
