Date,Open,High,Low,Close,Adj Close,Change,Pct Change,Volume,Day VWAP,IV30,IV30 Change,IV30 Pct Change,Call Option Volume,Put Option Volume,Call Open Interest,Put Open Interest
5/28/2019,57.074,57.8245,56.9335,56.978,56.978,0.0475,0.0008,1047554,57.3387,21.683,0.052,0.0024,15730,8621,115084,112745
5/24/2019,57.6,57.718,56.8355,56.9305,56.9305,-0.3365,-0.0059,927651,57.254,21.631,-1.825,-0.0778,11572,11787,123810,118333
5/23/2019,57.2915,57.5025,56.658,57.267,57.267,-0.5255,-0.0091,1260657,57.0933,23.456,3.119,0.1534,17342,17576,121071,115865
5/22/2019,57.641,58.189,57.55,57.7925,57.7925,0.0705,0.0012,941279,57.9076,20.337,-0.455,-0.0219,10242,12926,118057,113449
5/21/2019,57.7235,57.9,57.1655,57.722,57.722,0.489,0.0085,1028248,57.6222,20.792,-1.77,-0.0785,14122,8436,114795,112780
5/20/2019,57.65,57.65,56.9067,57.233,57.233,-1.206,-0.0206,1530126,57.2992,22.562,1.546,0.0736,12769,12580,110834,109085
5/17/2019,58.8,59.3145,58.321,58.439,58.439,-0.786,-0.0133,1268050,58.7883,21.016,3.3,0.1863,25889,16645,138578,127133
5/16/2019,58.592,59.708,58.4225,59.225,59.225,0.685,0.0117,1765388,59.3088,17.716,-1.245,-0.0657,35313,17370,132254,124334
5/15/2019,56.143,58.915,56.07,58.54,58.54,2.297,0.0408,2965117,57.8921,18.961,-2.505,-0.1167,30941,20154,127816,121835
5/14/2019,57.067,57.2433,56.1765,56.243,56.243,-0.5865,-0.0103,2019550,56.6892,21.466,-1.765,-0.076,20158,11440,121922,121137
5/13/2019,57.2755,57.5985,56.275,56.8295,56.8295,-1.5525,-0.0266,2281686,56.7905,23.231,3.456,0.1748,16943,17663,117008,120031
5/10/2019,58.4,58.814,57.3185,58.382,58.382,-0.0165,-0.0003,1582460,57.9911,19.775,-2.609,-0.1166,22976,19185,130779,128537
5/9/2019,58.1625,58.7035,57.732,58.3985,58.3985,-0.1405,-0.0024,1477752,58.1583,22.384,0.432,0.0197,17292,12610,128060,127566
5/8/2019,58.8645,59.2135,58.3815,58.539,58.539,-0.404,-0.0069,1276022,58.8683,21.952,-1.233,-0.0532,12709,10296,125814,126251
5/7/2019,59.2905,59.7385,58.25,58.943,58.943,-0.73,-0.0122,1830238,58.8625,23.185,5.158,0.2861,20330,17565,123531,121985
5/6/2019,58.6,59.7715,58.5578,59.673,59.673,0.1955,0.0033,1588684,59.343,18.027,0.704,0.0406,19122,13198,119911,118861
5/3/2019,58.8545,59.57,58.6773,59.4775,59.4775,1.152,0.0198,2079376,59.1922,17.323,-1.628,-0.0859,48962,28430,149629,135876
5/2/2019,58.6665,58.969,57.9165,58.3255,58.3255,-0.3405,-0.0058,2254890,58.344,18.951,0.11,0.0058,31061,26782,142956,133888
5/1/2019,59.9,59.9625,58.5838,58.666,58.666,-1.282,-0.0214,3717018,59.0472,18.841,1.042,0.0585,40273,42336,132408,129211
4/30/2019,59.5385,60.0489,59.15,59.948,59.948,-4.862,-0.075,6658855,59.6208,17.799,-5.417,-0.2333,74947,50166,110271,115801
