Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,7.660714149475098,7.585000038146973,7.622499942779541,7.643214225769043,493729600.0,6.5152130126953125
2010-01-05,7.699643135070801,7.6160712242126465,7.664286136627197,7.656428813934326,601904800.0,6.526475429534912
2010-01-06,7.68678617477417,7.526785850524902,7.656428813934326,7.534643173217773,552160000.0,6.422664165496826
2010-01-07,7.5714287757873535,7.466071128845215,7.5625,7.520713806152344,477131200.0,6.410789966583252
2010-01-08,7.5714287757873535,7.466429233551025,7.510714054107666,7.570713996887207,447610800.0,6.45341157913208
2010-01-11,7.607142925262451,7.444643020629883,7.599999904632568,7.503929138183594,462229600.0,6.396483898162842
2010-01-12,7.491786003112793,7.372142791748047,7.471070766448975,7.4185709953308105,594459600.0,6.323724269866943
2010-01-13,7.533214092254639,7.289286136627197,7.423929214477539,7.523213863372803,605892000.0,6.4129228591918945
2010-01-14,7.5164289474487305,7.465000152587891,7.503929138183594,7.479642868041992,432894000.0,6.375781059265137
2010-01-15,7.557143211364746,7.352499961853027,7.533214092254639,7.354642868041992,594067600.0,6.269228935241699
2010-01-19,7.685357093811035,7.401429176330566,7.440357208251953,7.679999828338623,730007600.0,6.546568393707275
2010-01-20,7.698214054107666,7.482142925262451,7.675356864929199,7.56178617477417,612152800.0,6.445798873901367
2010-01-21,7.618214130401611,7.400356769561768,7.574285984039307,7.431070804595947,608154400.0,6.334379196166992
2010-01-22,7.410714149475098,7.041429042816162,7.385000228881836,7.0625,881767600.0,6.020200729370117
2010-01-25,7.310713768005371,7.1496429443359375,7.232500076293945,7.252500057220459,1065699600.0,6.182159900665283
2010-01-26,7.632500171661377,7.235000133514404,7.3553571701049805,7.355000019073486,1867110000.0,6.269535064697266
2010-01-27,7.520713806152344,7.126070976257324,7.387499809265137,7.424285888671875,1722568400.0,6.328594207763672
2010-01-28,7.339285850524902,7.096428871154785,7.318929195404053,7.117499828338623,1173502400.0,6.067082405090332
2010-01-29,7.221428871154785,6.794642925262451,7.181428909301758,6.859285831451416,1245952400.0,5.846979141235352
2010-02-01,7.0,6.8321428298950195,6.870357036590576,6.9546427726745605,749876400.0,5.928261756896973
2010-02-02,7.0114288330078125,6.906428813934326,6.996786117553711,6.994999885559082,698342400.0,5.962663173675537
2010-02-03,7.150000095367432,6.943571090698242,6.9703569412231445,7.115356922149658,615328000.0,6.0652570724487305
2010-02-04,7.0846428871154785,6.841785907745361,7.026071071624756,6.85892915725708,757652000.0,5.846673488616943
2010-02-05,7.0,6.816071033477783,6.879642963409424,6.980713844299316,850306800.0,5.950485706329346
2010-02-08,7.067142963409424,6.9285712242126465,6.98892879486084,6.932857036590576,478270800.0,5.9096903800964355
2010-02-09,7.0535712242126465,6.955357074737549,7.014999866485596,7.006785869598389,632886800.0,5.972708702087402
2010-02-10,7.021429061889648,6.937857151031494,6.996070861816406,6.968571186065674,370361600.0,5.940134048461914
2010-02-11,7.1339287757873535,6.930714130401611,6.960000038146973,7.0953569412231445,550345600.0,6.048208236694336
2010-02-12,7.2014288902282715,6.982142925262451,7.075356960296631,7.156428813934326,655468800.0,6.100269794464111
2010-02-16,7.2746429443359375,7.197143077850342,7.2121429443359375,7.264286041259766,543737600.0,6.192207336425781
2010-02-17,7.296785831451416,7.1735711097717285,7.292500019073486,7.23392915725708,436396800.0,6.166330337524414
2010-02-18,7.28178596496582,7.175714015960693,7.201070785522461,7.247499942779541,422825200.0,6.17789888381958
2010-02-19,7.257143020629883,7.182499885559082,7.209286212921143,7.202499866485596,415469600.0,6.1395392417907715
2010-02-22,7.232142925262451,7.11392879486084,7.226428985595703,7.1578569412231445,390563600.0,6.1014838218688965
2010-02-23,7.190357208251953,6.989643096923828,7.142857074737549,7.0378570556640625,575094800.0,5.9991960525512695
2010-02-24,7.194285869598389,7.065713882446289,7.0796427726745605,7.166429042816162,460566400.0,6.108791828155518
2010-02-25,7.244999885559082,7.03178596496582,7.049285888671875,7.214285850524902,665126000.0,6.1495866775512695
2010-02-26,7.327499866485596,7.214285850524902,7.2278571128845215,7.307857036590576,507460800.0,6.22934627532959
2010-03-01,7.482142925262451,7.337500095367432,7.348214149475098,7.463929176330566,550093600.0,6.3623857498168945
2010-03-02,7.5296430587768555,7.419285774230957,7.497499942779541,7.458929061889648,566546400.0,6.358124732971191
2010-03-03,7.495357036590576,7.42642879486084,7.4621429443359375,7.476070880889893,372052800.0,6.372737407684326
2010-03-04,7.5328569412231445,7.451070785522461,7.474286079406738,7.525356769561768,366041200.0,6.414747714996338
2010-03-05,7.846428871154785,7.6653571128845215,7.67642879486084,7.819643020629883,899620400.0,6.665602684020996
2010-03-08,7.86035680770874,7.794642925262451,7.857500076293945,7.824285984039307,429889600.0,6.669561862945557
2010-03-09,8.035714149475098,7.78178596496582,7.796785831451416,7.965000152587891,920259200.0,6.789509296417236
2010-03-10,8.052857398986816,7.971428871154785,7.993928909301758,8.029999732971191,596218000.0,6.844916820526123
2010-03-11,8.053570747375488,7.975714206695557,7.996786117553711,8.053570747375488,405700400.0,6.865008354187012
2010-03-12,8.133213996887207,8.0625,8.120356559753418,8.092857360839844,416323600.0,6.898495674133301
2010-03-15,8.053570747375488,7.8660712242126465,8.049285888671875,7.994286060333252,493502800.0,6.8144731521606445
2010-03-16,8.03499984741211,7.946785926818848,8.006428718566895,8.016071319580078,446908000.0,6.833043575286865
2010-03-17,8.087499618530273,7.973928928375244,8.032142639160156,8.00428581237793,450956800.0,6.822997093200684
2010-03-18,8.035714149475098,7.950356960296631,8.003570556640625,8.023214340209961,342109600.0,6.839131832122803
2010-03-19,8.044285774230957,7.901071071624756,8.028214454650879,7.9375,559445600.0,6.766067981719971
2010-03-22,8.071429252624512,7.862500190734863,7.873929023742676,8.026785850524902,456419600.0,6.8421759605407715
2010-03-23,8.170714378356934,8.003570556640625,8.058570861816406,8.15571403503418,602431200.0,6.952075004577637
2010-03-24,8.221428871154785,8.125356674194336,8.130000114440918,8.19178581237793,597780400.0,6.982824802398682
2010-03-25,8.248929023742676,8.08035659790039,8.247142791748047,8.094642639160156,542284400.0,6.900017261505127
2010-03-26,8.283928871154785,8.162500381469727,8.176786422729492,8.246429443359375,640875200.0,7.029404640197754
2010-03-29,8.352499961853027,8.272143363952637,8.321429252624512,8.299642562866211,540744400.0,7.07476282119751
2010-03-30,8.481429100036621,8.366070747375488,8.449999809265137,8.423213958740234,527310000.0,7.180098533630371
2010-03-31,8.450357437133789,8.373571395874023,8.410357475280762,8.39285659790039,430659600.0,7.154221534729004
2010-04-01,8.526070594787598,8.3125,8.478928565979004,8.427499771118164,603145200.0,7.183750629425049
2010-04-05,8.518214225769043,8.384642601013184,8.392143249511719,8.517499923706055,684507600.0,7.260469913482666
2010-04-06,8.579999923706055,8.464285850524902,8.507143020629883,8.555000305175781,447017200.0,7.29243278503418
2010-04-07,8.640000343322754,8.523571014404297,8.555356979370117,8.592857360839844,628502000.0,7.324706554412842
2010-04-08,8.626428604125977,8.501428604125977,8.587142944335938,8.569643020629883,572989200.0,7.304916858673096
2010-04-09,8.63892936706543,8.587857246398926,8.6225004196167,8.635356903076172,334182800.0,7.360931873321533
2010-04-12,8.681071281433105,8.63607120513916,8.649999618530273,8.653214454650879,333026400.0,7.376155376434326
2010-04-13,8.671428680419922,8.61107063293457,8.637857437133789,8.65821361541748,306210800.0,7.380415916442871
2010-04-14,8.778928756713867,8.71678638458252,8.760000228881836,8.774642944335938,404076400.0,7.479661464691162
2010-04-15,8.893928527832031,8.768214225769043,8.777856826782227,8.890000343322754,376784800.0,7.577993869781494
2010-04-16,8.96928596496582,8.733928680419922,8.8774995803833,8.835714340209961,750545600.0,7.53171968460083
2010-04-19,8.853214263916016,8.634642601013184,8.822500228881836,8.823928833007812,566924400.0,7.521673679351807
2010-04-20,8.901785850524902,8.677143096923828,8.876428604125977,8.735357284545898,738326400.0,7.446176052093506
2010-04-21,9.29464340209961,9.133213996887207,9.242856979370117,9.257857322692871,982391200.0,7.891561985015869
2010-04-22,9.526785850524902,9.149999618530273,9.222857475280762,9.516785621643066,793424800.0,8.112279891967773
2010-04-23,9.72071361541748,9.535714149475098,9.571070671081543,9.672499656677246,796955600.0,8.245012283325195
2010-04-26,9.730713844299316,9.578213691711426,9.710000038146973,9.625,479068800.0,8.20451831817627
