Price,Close,High,Low,Open,Volume
2020-01-27,8909.8193359375,8977.7265625,8597.30859375,8597.30859375,28647338393
2020-01-28,9358.58984375,9358.58984375,8908.447265625,8912.5244140625,34398744403
2020-01-29,9316.6298828125,9406.431640625,9269.4677734375,9357.470703125,30682598115
2020-01-30,9508.9931640625,9553.1259765625,9230.8974609375,9316.0166015625,32378792851
2020-01-31,9350.529296875,9521.7060546875,9230.7763671875,9508.3134765625,29432489719
2020-02-01,9392.875,9439.3232421875,9313.2392578125,9346.357421875,25922656496
2020-02-02,9344.365234375,9468.7978515625,9217.82421875,9389.8203125,30835736946
2020-02-03,9293.521484375,9540.3720703125,9248.6337890625,9344.68359375,30934096509
2020-02-04,9180.962890625,9331.265625,9112.8115234375,9292.841796875,29893183716
2020-02-05,9613.423828125,9701.2998046875,9163.7041015625,9183.416015625,35222060874
2020-02-06,9729.8017578125,9824.619140625,9539.818359375,9617.8212890625,37628823716
2020-02-07,9795.943359375,9834.716796875,9726.0029296875,9726.0029296875,34522718159
2020-02-08,9865.119140625,9876.7490234375,9678.91015625,9793.0703125,35172043762
2020-02-09,10116.673828125,10129.435546875,9850.392578125,9863.89453125,35807884663
2020-02-10,9856.611328125,10165.765625,9784.5634765625,10115.5595703125,39386548075
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703
2020-05-21,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532
2020-05-22,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699
2020-05-23,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812
2020-05-24,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300
2020-05-25,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264
2020-05-26,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299
2020-06-01,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068
2020-06-02,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109
2020-06-03,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262
2020-06-04,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072
2020-06-05,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646
2020-06-06,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222
2020-06-07,9758.8525390625,9768.498046875,9458.150390625,9653.0029296875,25015250846
2020-06-08,9771.4892578125,9782.306640625,9675.8857421875,9760.0634765625,21486346312
2020-06-09,9795.7001953125,9836.369140625,9664.7197265625,9774.3603515625,23717842783
2020-06-10,9870.0947265625,9908.896484375,9728.291015625,9794.119140625,25706567601
2020-06-11,9321.78125,9938.2978515625,9263.0693359375,9870.078125,30247143440
2020-06-12,9480.84375,9540.4658203125,9285.8515625,9320.6904296875,22610564515
2020-06-13,9475.27734375,9493.2119140625,9396.009765625,9480.7353515625,17564322315
2020-06-14,9386.7880859375,9482.2705078125,9347.59375,9477.5537109375,18991732746
2020-06-15,9450.7021484375,9504.8603515625,8990.17578125,9386.03515625,26699704768
2020-06-16,9538.0244140625,9579.4306640625,9400.4453125,9454.2666015625,21565537209
2020-06-17,9480.2548828125,9540.4228515625,9327.33984375,9533.7841796875,20177709879
2020-06-18,9411.8408203125,9482.7822265625,9328.3955078125,9481.5673828125,17770083003
2020-06-19,9288.0185546875,9440.8759765625,9274.2958984375,9410.2939453125,19632223107
2020-06-20,9332.3408203125,9394.9716796875,9247.3798828125,9290.9599609375,17130541557
2020-06-21,9303.6298828125,9401.107421875,9300.4306640625,9330.9267578125,15324301169
2020-06-22,9648.7177734375,9655.0732421875,9296.8720703125,9300.9150390625,21104009514
2020-06-23,9629.658203125,9670.541015625,9547.2470703125,9644.076171875,17006433272
2020-06-24,9313.6103515625,9680.3671875,9278.2333984375,9632.1494140625,18961716076
2020-06-25,9264.8134765625,9340.1611328125,9095.32421875,9314.126953125,18616048626
2020-06-26,9162.91796875,9310.5166015625,9101.73828125,9260.9951171875,18341465837
2020-06-27,9045.390625,9207.810546875,8998.216796875,9167.82421875,17273093144
2020-06-28,9143.58203125,9197.546875,8975.525390625,9048.4609375,14560870760
2020-06-29,9190.8544921875,9237.5732421875,9041.8759765625,9140.029296875,16460547078
2020-06-30,9137.9931640625,9217.8359375,9084.837890625,9185.5810546875,15735797744
2020-07-01,9228.3251953125,9309.7548828125,9104.7353515625,9145.9853515625,15971550355
2020-07-02,9123.41015625,9274.962890625,9036.623046875,9231.1396484375,16338916796
2020-07-03,9087.3037109375,9202.3447265625,9058.794921875,9124.8427734375,13078970999
2020-07-04,9132.48828125,9183.2958984375,9053.6298828125,9084.2333984375,12290528515
2020-07-05,9073.9423828125,9162.18359375,8977.015625,9126.0908203125,12903406143
2020-07-06,9375.474609375,9375.474609375,9058.6640625,9072.849609375,17889263252
2020-07-07,9252.27734375,9360.6171875,9201.8154296875,9349.1611328125,13839652595
2020-07-08,9428.3330078125,9450.3359375,9249.5,9253.0205078125,19702359883
2020-07-09,9277.9677734375,9431.37890625,9234.9990234375,9427.994140625,18000702524
2020-07-10,9278.8076171875,9287.4716796875,9118.001953125,9273.357421875,16860035605
2020-07-11,9240.3466796875,9293.5322265625,9199.4853515625,9277.51171875,13249910444
2020-07-12,9276.5,9319.4189453125,9197.4501953125,9241.0546875,14452361907
2020-07-13,9243.6142578125,9306.4052734375,9224.29296875,9277.205078125,17519821266
2020-07-14,9243.2138671875,9283.841796875,9171.6611328125,9238.703125,18085038362
2020-07-15,9192.8369140625,9275.3251953125,9171.93359375,9241.8974609375,15844731575
2020-07-16,9132.2275390625,9214.3125,9088.947265625,9191.98046875,15713967523
2020-07-17,9151.392578125,9182.25390625,9089.2021484375,9131.8125,13944570749
2020-07-18,9159.0400390625,9230.9833984375,9100.82421875,9151.18359375,12252601475
2020-07-19,9185.8173828125,9201.3984375,9097.6328125,9158.005859375,12939002784
2020-07-20,9164.2314453125,9214.2705078125,9137.509765625,9187.220703125,13755604146
2020-07-21,9374.8876953125,9407.2626953125,9149.3896484375,9162.5146484375,18069581956
2020-07-22,9525.36328125,9530.5185546875,9319.6533203125,9375.080078125,16532254884
2020-07-23,9581.072265625,9610.2470703125,9483.00390625,9527.1416015625,18146399002
2020-07-24,9536.892578125,9623.3369140625,9481.4541015625,9585.5146484375,16552768325
2020-07-25,9677.11328125,9704.556640625,9530.2119140625,9539.4853515625,16610070933
2020-07-26,9905.1669921875,10023.8076171875,9652.84765625,9680.234375,20507998997
2020-07-27,10990.873046875,11298.2216796875,9903.9697265625,9905.2177734375,35359749590
2020-07-28,10912.8232421875,11204.3271484375,10632.6318359375,11017.4638671875,28766551142
2020-07-29,11100.4677734375,11304.3974609375,10856.1416015625,10912.953125,24617249715
2020-07-30,11111.2138671875,11169.3564453125,10895.455078125,11099.8330078125,22857247901
2020-07-31,11323.466796875,11415.8642578125,10987.0537109375,11110.2109375,23160469766
2020-08-01,11759.5927734375,11794.775390625,11239.6826171875,11322.5703125,26075670303
2020-08-02,11053.6142578125,12034.14453125,11018.1298828125,11758.7646484375,27410067336
2020-08-03,11246.3486328125,11453.0791015625,11012.4150390625,11043.7685546875,20271713443
2020-08-04,11205.892578125,11385.3818359375,11094.1455078125,11246.203125,21250197042
2020-08-05,11747.0224609375,11786.6171875,11158.28515625,11203.8232421875,24411254471
2020-08-06,11779.7734375,11902.3359375,11598.7138671875,11749.87109375,23400740340
2020-08-07,11601.47265625,11898.0380859375,11408.59375,11778.89453125,23132312867
2020-08-08,11754.0458984375,11800.064453125,11558.431640625,11604.5537109375,17572057837
2020-08-09,11675.7392578125,11806.056640625,11548.7841796875,11737.3251953125,17489608833
2020-08-10,11878.111328125,12045.140625,11662.2568359375,11662.2568359375,26114112569
2020-08-11,11410.525390625,11932.7109375,11195.708984375,11881.6474609375,27039782640
2020-08-12,11584.9345703125,11748.396484375,11249.60546875,11404.5966796875,25064548486
2020-08-13,11784.1376953125,11796.396484375,11216.8720703125,11588.4052734375,27522199497
2020-08-14,11768.87109375,12150.994140625,11685.455078125,11772.6591796875,24237958589
2020-08-15,11865.6982421875,11963.203125,11768.697265625,11768.697265625,23354924400
2020-08-16,11892.8037109375,11934.9013671875,11737.1884765625,11866.685546875,20583375490
2020-08-17,12254.40234375,12359.056640625,11806.6962890625,11895.658203125,28227687027
2020-08-18,11991.2333984375,12335.70703125,11954.525390625,12251.8955078125,26043227672
2020-08-19,11758.283203125,12028.923828125,11687.3330078125,11990.884765625,24502851117
2020-08-20,11878.3720703125,11900.4111328125,11710.0634765625,11761.5,20175242945
2020-08-21,11592.4892578125,11899.259765625,11564.9794921875,11878.0263671875,23762425999
2020-08-22,11681.8251953125,11689.4072265625,11448.8056640625,11585.4775390625,20224191306
2020-08-23,11664.84765625,11713.4296875,11559.9208984375,11679.6962890625,18482062658
2020-08-24,11774.595703125,11807.6318359375,11623.25,11663.689453125,20681511755
2020-08-25,11366.134765625,11778.2998046875,11189.8505859375,11773.5888671875,26301509932
2020-08-26,11488.36328125,11530.052734375,11296.9931640625,11366.89453125,22466660958
2020-08-27,11323.3974609375,11570.7861328125,11185.94140625,11485.6083984375,23240415076
2020-08-28,11542.5,11545.615234375,11316.4228515625,11325.2958984375,19807127588
2020-08-29,11506.865234375,11585.640625,11466.29296875,11541.0546875,17485597759
2020-08-30,11711.505859375,11715.2646484375,11492.3818359375,11508.7138671875,19760127945
2020-08-31,11680.8203125,11768.876953125,11598.318359375,11713.306640625,22285928250
2020-09-01,11970.478515625,12067.0810546875,11601.12890625,11679.31640625,27311555343
2020-09-02,11414.0341796875,11964.8232421875,11290.7939453125,11964.8232421875,28037405299
2020-09-03,10245.296875,11443.0224609375,10182.46484375,11407.19140625,31927261555
2020-09-04,10511.8134765625,10663.919921875,10207.9404296875,10230.365234375,29965130374
2020-09-05,10169.5673828125,10581.5712890625,9946.67578125,10512.5302734375,44916565292
2020-09-06,10280.3515625,10353.927734375,10056.8857421875,10167.216796875,37071460174
2020-09-07,10369.5634765625,10399.1533203125,9916.4931640625,10280.998046875,33703098409
2020-09-08,10131.5166015625,10414.775390625,9945.1103515625,10369.306640625,33430927462
2020-09-09,10242.34765625,10350.54296875,10017.2509765625,10134.1513671875,24128292755
2020-09-10,10363.138671875,10503.912109375,10238.1357421875,10242.330078125,54406443211
2020-09-11,10400.9150390625,10434.9228515625,10140.8369140625,10369.0283203125,45201121775
2020-09-12,10442.1708984375,10578.837890625,10292.38671875,10409.861328125,36750077324
2020-09-13,10323.755859375,10577.21484375,10224.330078125,10452.3994140625,36506852789
2020-09-14,10680.837890625,10800.0107421875,10266.0087890625,10328.734375,35453581940
2020-09-15,10796.951171875,10938.6318359375,10656.4599609375,10677.7548828125,32509451925
2020-09-16,10974.9052734375,11100.1240234375,10704.884765625,10797.76171875,30769986455
2020-09-17,10948.990234375,11037.4208984375,10774.6279296875,10973.251953125,38151810523
2020-09-18,10944.5859375,11034.908203125,10829.6572265625,10951.8203125,26341903912
2020-09-19,11094.3466796875,11134.0927734375,10909.6181640625,10933.7529296875,22764204008
2020-09-20,10938.271484375,11095.8701171875,10814.4775390625,11095.8701171875,24699523788
2020-09-21,10462.259765625,10988.3046875,10380.2607421875,10934.92578125,28884999244
2020-09-22,10538.4599609375,10568.0771484375,10382.7265625,10459.6240234375,23621787804
2020-09-23,10246.1865234375,10537.828125,10197.865234375,10535.4921875,23788661867
2020-09-24,10760.06640625,10771.056640625,10231.490234375,10248.7861328125,47144380902
2020-09-25,10692.716796875,10777.6962890625,10578.9140625,10761.109375,39348590957
2020-09-26,10750.7236328125,10772.9990234375,10667.28125,10695.5751953125,46852525493
2020-09-27,10775.26953125,10803.9765625,10622.921875,10746.892578125,53745972818
2020-09-28,10709.65234375,10945.34765625,10703.8935546875,10776.61328125,47762394731
2020-09-29,10844.640625,10860.0009765625,10649.4951171875,10709.650390625,46582396602
2020-09-30,10784.4912109375,10847.2568359375,10669.3212890625,10843.87109375,44171073700
2020-10-01,10619.4521484375,10933.6240234375,10472.3564453125,10795.2548828125,40023134100
2020-10-02,10575.974609375,10657.837890625,10416.689453125,10619.8212890625,48661453918
2020-10-03,10549.3291015625,10598.9404296875,10511.1298828125,10575.1005859375,44660271563
2020-10-04,10669.5830078125,10686.0,10534.3916015625,10550.4404296875,71251776995
2020-10-05,10793.33984375,10793.5078125,10634.6005859375,10676.529296875,47537578009
2020-10-06,10604.40625,10797.578125,10528.890625,10796.306640625,42623695307
2020-10-07,10668.96875,10680.5078125,10562.5068359375,10603.35546875,37799458436
2020-10-08,10915.685546875,10945.7373046875,10562.6064453125,10669.37109375,63314794397
2020-10-09,11064.4580078125,11102.671875,10846.8505859375,10927.9130859375,22799117613
2020-10-10,11296.361328125,11442.2109375,11056.9404296875,11059.142578125,22877978588
2020-10-11,11384.181640625,11428.8134765625,11288.6279296875,11296.08203125,19968627060
2020-10-12,11555.36328125,11698.4677734375,11240.6865234375,11392.6357421875,26163972642
2020-10-13,11425.8994140625,11548.984375,11321.224609375,11548.7197265625,24241420251
2020-10-14,11429.5068359375,11539.9775390625,11307.8310546875,11429.0478515625,24103426719
2020-10-15,11495.349609375,11569.9140625,11303.603515625,11426.6025390625,24487233058
2020-10-16,11322.123046875,11540.0615234375,11223.0126953125,11502.828125,25635480772
2020-10-17,11358.1015625,11386.26171875,11285.345703125,11322.123046875,19130430174
2020-10-18,11483.359375,11483.359375,11347.578125,11355.982421875,18283314340
2020-10-19,11742.037109375,11799.0927734375,11408.2900390625,11495.0380859375,23860769928
2020-10-20,11916.3349609375,11999.91796875,11681.48046875,11745.974609375,30915821592
2020-10-21,12823.689453125,13184.56640625,11900.9287109375,11913.0771484375,43414712626
2020-10-22,12965.8916015625,13161.59375,12717.09375,12801.6357421875,34729759598
2020-10-23,12931.5390625,13015.9619140625,12752.6474609375,12971.548828125,28974975003
2020-10-24,13108.0625,13145.06640625,12885.7470703125,12931.57421875,24542317940
2020-10-25,13031.173828125,13329.18359375,12910.0615234375,13108.0634765625,24406920575
2020-10-26,13075.248046875,13225.2978515625,12822.3828125,13031.201171875,29461458313
2020-10-27,13654.21875,13759.6689453125,13060.837890625,13075.2421875,33749878156
2020-10-28,13271.28515625,13837.6953125,12932.2509765625,13654.21484375,35867318895
2020-10-29,13437.8828125,13612.0478515625,12980.0595703125,13271.298828125,56499499598
2020-10-30,13546.5224609375,13651.5166015625,13136.1982421875,13437.8740234375,30581485201
2020-10-31,13780.9951171875,14028.2138671875,13457.5302734375,13546.5322265625,30306464719
2020-11-01,13737.109375,13862.033203125,13628.3779296875,13780.9951171875,24453857900
2020-11-02,13550.4892578125,13808.3232421875,13243.16015625,13737.0322265625,30771455468
2020-11-03,13950.30078125,13984.9814453125,13325.44140625,13550.451171875,29869951617
2020-11-04,14133.70703125,14218.7666015625,13580.4716796875,13950.48828125,35116364962
2020-11-05,15579.8486328125,15706.404296875,14102.0888671875,14133.7333984375,40856321439
2020-11-06,15565.880859375,15903.4375,15226.83984375,15579.7294921875,39837841971
2020-11-07,14833.75390625,15737.095703125,14423.203125,15565.880859375,35024953706
2020-11-08,15479.5673828125,15637.3203125,14744.1103515625,14833.75390625,26632075029
2020-11-09,15332.3154296875,15785.13671875,14865.529296875,15479.595703125,34149115566
2020-11-10,15290.90234375,15450.3291015625,15124.9599609375,15332.3505859375,25574938143
2020-11-11,15701.33984375,15916.2607421875,15290.0068359375,15290.9091796875,29772374934
2020-11-12,16276.34375,16305.00390625,15534.771484375,15701.298828125,34175758344
2020-11-13,16317.80859375,16463.177734375,15992.15234375,16276.4404296875,31599492172
2020-11-14,16068.138671875,16317.80859375,15749.193359375,16317.80859375,27481710135
2020-11-15,15955.587890625,16123.1103515625,15793.5341796875,16068.1396484375,23653867583
2020-11-16,16716.111328125,16816.181640625,15880.7060546875,15955.5771484375,31526766675
2020-11-17,17645.40625,17782.919921875,16564.544921875,16685.69140625,39006849170
2020-11-18,17804.005859375,18393.94921875,17352.90625,17645.19140625,49064800278
2020-11-19,17817.08984375,18119.546875,17382.5546875,17803.861328125,36985055355
2020-11-20,18621.314453125,18773.2265625,17765.794921875,17817.083984375,36992873940
2020-11-21,18642.232421875,18936.62109375,18444.359375,18621.31640625,39650210707
2020-11-22,18370.001953125,18688.96875,17671.384765625,18642.232421875,41280434226
2020-11-23,18364.12109375,18711.42578125,18000.796875,18370.017578125,42741112308
2020-11-24,19107.46484375,19348.271484375,18128.65625,18365.015625,51469565009
2020-11-25,18732.12109375,19390.96484375,18581.146484375,19104.41015625,43710357371
2020-11-26,17150.623046875,18866.28515625,16351.03515625,18729.83984375,61396835737
2020-11-27,17108.40234375,17445.0234375,16526.423828125,17153.9140625,38886494645
