Date,BTC,ETH,LTC,BCH,FIAT,EQUITY,GOLD,ENERGY
2020-03-31,-0.28446464609007194,-0.49457912374616964,-0.3952138650808279,-0.33560002244386045,0.04065644922791467,-0.15284003909218138,-0.0040121659512841745,-0.4545980933373839
2020-04-30,0.29611529942761194,0.43961170940762084,0.17005041493429296,0.1327853385608,-0.001648992173211461,0.12192909552617402,0.07069770186919833,0.2792005340853758
2020-06-30,-0.033003323360476955,-0.02421170900227132,-0.09784755222861685,-0.06958420827047096,-0.003963098056324554,0.024984277369137504,0.007061337526033995,-0.00882933410167741
2020-07-31,0.21971337982965977,0.43287848124803574,0.34837816623336737,0.3076145094973848,-0.027379606531049205,0.05404395784178957,0.02348399419126146,-0.0428835727080239
2020-08-31,0.025451605602370364,0.2248181742680817,0.04494384820366282,-0.09737190635162651,-0.01243918740128791,0.06620151260043798,0.005590484923416739,-0.006194341407362192
2020-09-30,-0.07867955106152813,-0.18734346031121696,-0.2758360392346333,-0.18256978089778908,0.01018619748006877,-0.03568521041510274,-0.03541687454033493,-0.15955547169249895
2020-11-30,0.36131167907100803,0.46866764103200165,0.4583949316216085,0.19306230942340008,-0.02538278377685632,0.11663304133298076,-0.0559143247972127,0.24718007255976104
2020-12-31,0.3862371420426758,0.1813313853809495,0.3494908983305338,0.0754440616975609,-0.016983345107243863,0.04406281737623977,0.054614848696836304,0.05115054700399391
2021-03-31,0.26032230444583426,0.30220411947400283,0.17457755294163135,0.16348314693585841,0.008750779333273506,0.03011495823773526,-0.008147371798099101,0.030145565868304303
2021-04-30,-0.020563255405509295,0.3622134364761589,0.3184445288197999,0.6062043386824678,-0.015396155065857897,0.04706486717633031,0.015594361689878156,0.004265741010716084
2021-06-30,-0.0598347200538516,-0.17025927738058044,-0.2623642644674913,-0.2863733866374645,0.016032052169189015,0.023151914128679243,-0.06799898211222999,0.05112463023795222
2021-08-31,0.12651650734980535,0.29949164233979,0.16981464395315893,0.15010012489902103,0.003868058745238656,0.026784082478245833,-0.015348304897814913,-0.018622181755352685
2021-09-30,-0.07113467898361847,-0.13062038650615904,-0.11086138395158951,-0.23446278405414755,0.01346039669730903,-0.04316118663142901,-0.030392754854008608,0.09527748272894687
2021-11-30,-0.07539090352357114,0.07366123275733116,0.07824659769214737,-0.04607498738261029,0.01798549672179206,-0.018520449637379,-0.014804783003561361,-0.0592148074345662
2021-12-31,-0.20698911848015022,-0.2270177030170224,-0.35090633692554096,-0.2808639834182882,-0.00797956872602601,0.03279724215030637,0.01832110236549145,0.025991143659628513
2022-01-31,-0.18509913816172663,-0.31602555002324006,-0.2909475492468534,-0.4118622774258771,0.002402207407934398,-0.061686059942623925,-0.013152211688773896,0.16113617709662353
2022-02-28,0.11713362644581693,0.08461656514014404,0.04096105164002051,0.17481198791560804,-0.0029678639185659605,-0.02207997849302163,0.033789596866585114,0.07233456564479379
2022-03-31,0.05120113863097053,0.11577818956118158,0.08554664740973461,0.12414245089168663,-5.467395017699772e-05,0.03004994374772916,-0.014261268052422338,0.0956418092586695
2022-05-31,-0.1689589315085538,-0.3401922727132849,-0.33672268534314664,-0.3077848920025259,-0.011994461083547847,-0.0021152355341776436,-0.037760117566446816,0.14143779101878007
2022-06-30,-0.47202243889075746,-0.6002349906883282,-0.2442218311845461,-0.6908054876175074,0.02428910821483754,-0.08773673090427689,-0.014375380739495291,-0.18805796869159597
2022-08-31,-0.15128221890700289,-0.0769049878926884,-0.10163264554381213,-0.1883874332789235,0.014360266339076944,-0.03690571483085809,-0.026625122314236194,0.031511735972726385
2022-09-30,-0.030918295116212136,-0.1563104034485958,-0.005784137779381915,0.04179153739943331,0.03167040627300732,-0.0957655834848416,-0.029638581480210036,-0.09828758573312513
2022-10-31,0.053009519817244666,0.16798847101477588,0.028773656004080994,-0.04283510650014044,0.0008724516325138154,0.07454516228647287,-0.01858475114568403,0.2152780748962737
2022-11-30,-0.17536357651940726,-0.1926095554051237,0.3646431135879089,-0.012608520067620255,-0.032648901457140944,0.05102955961259197,0.05520485445426804,0.013010246170760631
2023-01-31,0.3360979778415363,0.28279257929338186,0.29450221823998834,0.31864115497814094,-0.02036586601102197,0.06936093707583468,0.018108697364771054,0.029251354313115208
2023-02-28,0.0005267744349701786,0.012451166744942732,-0.002871578681564735,-0.011535544661915864,0.02009408816220848,-0.024975302543411376,-0.05009182027308068,-0.068604002290785
2023-03-31,0.20778645770073823,0.12686764837305198,-0.04654537491245936,-0.05911859030294231,-0.016151152796628487,0.023667697300184257,0.04006430054778587,-0.020535314170535557
2023-05-31,-0.07254420008228735,0.0018791177949113447,0.024405106921212116,-0.037180936821361144,0.014773557706829088,0.0007077494862354542,-0.016778557447468145,-0.09944905639223567
2023-06-30,0.11287505144866472,0.03157651498875147,0.18633179008906886,0.9922210727791558,-0.011964545947937388,0.06408498080370106,-0.026205954921536545,0.0642019669181666
2023-07-31,-0.04196690382307011,-0.04184247234620919,-0.166511814707901,-0.20992352414975368,-0.012930765292292534,0.03499834997246712,0.017688109996077728,0.07965423508152636
2023-08-31,-0.11985497526785416,-0.12042145284261707,-0.3679055041060737,-0.17710137963449135,0.020225013197510577,-0.02082330801356596,-0.0148436622012742,0.019281219483303857
2023-10-31,0.2514815792572005,0.08326883277650765,0.0437592988562896,0.04794638029922993,0.012074417603158416,-0.029289788429005006,0.044991964274553986,-0.05514612615500791
2023-11-30,0.08498641817632624,0.12333073166348552,0.008094869296314755,-0.10132693930312708,-0.029273134287284286,0.08805941094347282,0.024669980486534016,-0.011909895034999174
