Date,BTC,ETH,LTC,BCH,FIAT,EQUITY,GOLD,ENERGY
2018-01-31,-0.3166983642441785,0.39924473228646473,-0.3387197751915396,-0.4744564706906935,-0.030519625535964323,0.04933953704603891,0.023697411968601756,0.03110832344903436
2018-02-28,0.02031503775310739,-0.26238507897538454,0.22188271974011808,-0.2081921243319922,0.015064451205701879,-0.04025444727233421,-0.01899342269251214,-0.11364588134442144
2018-04-30,0.2883118805759146,0.529273560762733,0.24343844564484574,0.6817132677882762,0.017133084482416905,0.00466808750596686,-0.010382890443873194,0.09249330876689488
2018-05-31,-0.2110542022609554,-0.14897852836153458,-0.22570869380351244,-0.3054800313817241,0.02396967148929363,0.02581003681979722,-0.0160459013753389,0.03524557734840261
2018-07-31,0.19108765835235708,-0.047296651851407745,-0.026644893548020576,0.036909787214465695,-0.004678133033884535,0.031084821747289267,-0.02544831965719485,0.010854986703107805
2018-08-31,-0.09670349168054848,-0.4275411630636601,-0.23869874621877685,-0.3581961704951606,0.013614906390847281,0.029784990251340702,-0.020057082121788028,-0.030024290261703612
2018-10-31,-0.04661403252685581,-0.16495059867061101,-0.2103267753170961,-0.22585121735984792,0.023615500884762497,-0.07692964162909803,0.019628797572555534,-0.12909260448059268
2018-11-30,-0.4609366166531057,-0.5675809111307482,-0.44662827664943183,-0.9085018055061473,-0.0009848076836469488,0.01834273864771653,-0.0024977193889359484,-0.028736147525731504
2018-12-31,-0.07414589269934879,0.1562341071145319,-0.06090112133432246,-0.14331304906535003,-0.00728862932811758,-0.09418980765565446,0.039305179056353445,-0.14407113019088325
2019-01-31,-0.07897831882163686,-0.21014708840201557,0.047862297715622226,-0.2678316352477852,-0.017625720191841054,0.08461133251897887,0.026994069477430216,0.11071207138292039
2019-02-28,0.10577842626913814,0.23995949210167744,0.3746934494414109,0.13627221039616977,0.005703770589152057,0.03219997147552888,-0.004545281139744617,0.02146859872268525
2019-04-30,0.2523970084743752,0.1274933703732728,0.19726050384245575,0.45290651214109445,0.0016523249119062555,0.037192696578656786,-0.006796104742083919,-0.001912419186536063
2019-05-31,0.4837910515846602,0.5127190918686964,0.44306603154972457,0.5133709208613322,0.012075747882626331,-0.06366317103495114,0.012920793821978194,-0.12445236372469637
2019-07-31,-0.06513926648818469,-0.28557806033223354,-0.21603764383805224,-0.19911176668131425,0.007928626033202768,0.011784291682829578,0.00538368425428537,-0.024396975296077095
2019-09-30,-0.14425809123766875,0.0555918778291149,-0.13668926657661995,-0.20446417857538268,-0.0017890062236523008,0.015905828943776734,-0.035919526701597704,0.03803816527679871
2019-10-31,0.09652402469719945,0.0025298369099493456,0.03896710349830457,0.21705593632178477,-0.017404683290028977,0.01907393048858988,0.024034394349115473,-0.026638313184980333
2019-12-31,-0.053540694096748,-0.1653573551062406,-0.14020657973837425,-0.0677485607726851,-0.021158597103587695,0.028090734866515095,0.02503081512500316,0.06899277105887158
2020-01-31,0.26642535894134056,0.3356152383996207,0.5022649746900907,0.6090588962853039,0.00924036072553669,-0.0017294947141588467,0.017523341329667375,-0.1256438269352067
