BTC,ETH,LTC,BCH,FIAT,EQUITY,GOLD,ENERGY,Mkt-RF,SMB,HML,RMW,CMA,RF
-0.3166983642441785,0.39924473228646473,-0.3387197751915396,-0.4744564706906935,-0.030519625535964323,-0.07936943810932462,0.023697411968601756,0.02737255943466277,0.0558,-0.0321,-0.0132,-0.0075,-0.0105,0.0011
0.02031503775310739,-0.26238507897538454,0.22188271974011808,-0.2081921243319922,0.015064451205701879,0.1366392561863723,-0.01899342269251214,-0.08446700940633267,-0.0364,0.0034000000000000002,-0.011000000000000001,0.0053,-0.0236,0.0011
-0.3972061319441895,-0.7675040553935526,-0.5528605047330322,-0.560178265276039,-0.008447789695533281,-0.05140378021305203,0.00608389392394848,-0.027967165487893908,-0.0235,0.0361,-0.0021,-0.0040999999999999995,0.0008,0.0012
0.2883118805759146,0.529273560762733,0.24343844564484574,0.6817132677882762,0.017133084482416905,0.0918935118190074,-0.010382890443873194,0.10901135336065604,0.0029,0.0089,0.0053,-0.0242,0.0124,0.0014000000000000002
-0.2110542022609554,-0.14897852836153458,-0.22570869380351244,-0.3054800313817241,0.02396967148929363,-1.948422120627443,-0.0160459013753389,0.037446278583658454,0.0263,0.0471,-0.031400000000000004,-0.019799999999999998,-0.0149,0.0014000000000000002
-0.15923304547324157,-0.24148346445907354,-0.3791582236896085,-0.28513924452916406,0.0112793281630994,1.8269471074237948,-0.03635789108487675,0.002210836984940734,0.0049,0.0077,-0.0233,0.0083,0.002,0.0014000000000000002
0.19108765835235708,-0.047296651851407745,-0.026644893548020576,0.036909787214465695,-0.004678133033884535,-0.22078972959350907,-0.02544831965719485,0.018447491089919055,0.032,-0.019299999999999998,0.0049,0.015300000000000001,0.0031,0.0016
-0.09670349168054848,-0.4275411630636601,-0.23869874621877685,-0.3581961704951606,0.013614906390847281,-0.42357730112043157,-0.020057082121788028,-0.02993047868859744,0.0346,0.006500000000000001,-0.0391,-0.0029,-0.025699999999999997,0.0016
-0.06022520109586971,-0.1937937942552539,-0.017535763518889524,-0.02387415925559111,-0.004102035634175216,0.6406117047125246,-0.008636162080945198,0.019276045564513566,0.0006,-0.024900000000000002,-0.016200000000000003,0.006500000000000001,0.013600000000000001,0.0015
-0.04661403252685581,-0.16495059867061101,-0.2103267753170961,-0.22585121735984792,0.023615500884762497,0.04455109456326589,0.019628797572555534,-0.12479344707968565,-0.0764,-0.0438,0.0338,0.0103,0.036000000000000004,0.0019
-0.4609366166531057,-0.5675809111307482,-0.44662827664943183,-0.9085018055061473,-0.0009848076836469488,0.0037458110914467824,-0.0024977193889359484,-0.033252839797416556,0.0171,-0.008100000000000001,0.0036,-0.0060999999999999995,0.004,0.0018
-0.07414589269934879,0.1562341071145319,-0.06090112133432246,-0.14331304906535003,-0.00728862932811758,-1.5493862462244081,0.039305179056353445,-0.13869185402592876,-0.0955,-0.0281,-0.0192,-0.0003,0.0024,0.0019
-0.07897831882163686,-0.21014708840201557,0.047862297715622226,-0.2678316352477852,-0.017625720191841054,-0.15993338419315783,0.026994069477430216,0.10732230090632111,0.0836,0.0291,-0.0039000000000000003,-0.0073,-0.0165,0.0021
0.10577842626913814,0.23995949210167744,0.3746934494414109,0.13627221039616977,0.005703770589152057,0.01543881210388065,-0.004545281139744617,0.03292767683580955,0.0342,0.0172,-0.026600000000000002,0.0016,-0.0154,0.0018
0.07683377175712991,0.04876183595878114,0.2837681731306443,0.26454881204281566,0.008191609620398665,0.7597253806780628,-0.01629316765990474,0.023000536038869868,0.011000000000000001,-0.0352,-0.0414,0.0088,-0.009000000000000001,0.0019
0.2523970084743752,0.1274933703732728,0.19726050384245575,0.45290651214109445,0.0016523249119062555,0.6714894203369095,-0.006796104742083919,-0.0024577369145912797,0.0397,-0.0115,0.0213,0.0161,-0.0218,0.0021
0.4837910515846602,0.5127190918686964,0.44306603154972457,0.5133709208613322,0.012075747882626331,-1.5234656165285507,0.012920793821978194,-0.13204173196665803,-0.0692,-0.015600000000000001,-0.0245,-0.0048,0.0176,0.0021
0.23162334017395914,0.08362052902142025,0.06925486878114473,-0.10018202664772069,-0.018542643138188986,0.24291019011009496,0.03934039286464053,0.07169588018342665,0.0692,0.0037,-0.0064,0.0089,-0.0042,0.0018
-0.06513926648818469,-0.28557806033223354,-0.21603764383805224,-0.19911176668131425,0.007928626033202768,1.5079272748907968,0.00538368425428537,-0.00930240561475415,0.012199999999999999,-0.0182,0.005,-0.0013,0.0037,0.0019
-0.051303717568705665,-0.24221766765221897,-0.42952318606793316,-0.16221283691043364,0.022808070059237906,0.029253647044432896,0.030416162735953378,-0.09213644387528053,-0.0255,-0.0325,-0.04769999999999999,0.0053,-0.0062,0.0016
-0.14425809123766875,0.0555918778291149,-0.13668926657661995,-0.20446417857538268,-0.0017890062236523008,-0.7389362579265768,-0.035919526701597704,0.03701516759174428,0.014199999999999999,0.0029,0.0676,0.0182,0.0338,0.0018
0.09652402469719945,0.0025298369099493456,0.03896710349830457,0.21705593632178477,-0.017404683290028977,-1.0063313312410997,0.024034394349115473,-0.028144355345703254,0.0207,0.0025,-0.0192,0.0043,-0.0103,0.0015
-0.19162592145735857,-0.18375067812771917,-0.21121836740340294,-0.2606337630732689,0.010368470237917649,0.19857364731154803,-0.03632086065456974,0.01256228651700475,0.0387,0.0039000000000000003,-0.02,-0.016399999999999998,-0.011399999999999999,0.0012
-0.053540694096748,-0.1653573551062406,-0.14020657973837425,-0.0677485607726851,-0.021158597103587695,0.026857985192659584,0.02503081512500316,0.05400068562559657,0.0276,0.009899999999999999,0.0173,0.0005,0.011899999999999999,0.0014000000000000002
0.26642535894134056,0.3356152383996207,0.5022649746900907,0.6090588962853039,0.00924036072553669,0.02153283389738725,0.017523341329667375,-0.0993703295636097,-0.0009,-0.0437,-0.0622,-0.011899999999999999,-0.0219,0.0013
-0.08848284010653806,0.1962628211192925,-0.15289870043184983,-0.19853428757660208,0.01647997912792487,-0.225716491549667,-0.01172742363502266,-0.22234500012779312,-0.0815,0.0008,-0.0382,-0.0143,-0.0253,0.0012
-0.28446464609007194,-0.49457912374616964,-0.3952138650808279,-0.33560002244386045,0.04065644922791467,1.7540717636034326,-0.0040121659512841745,-0.39266634807711,-0.1335,-0.0818,-0.1383,-0.0161,0.011899999999999999,0.0012
0.29611529942761194,0.43961170940762084,0.17005041493429296,0.1327853385608,-0.001648992173211461,0.007995854865336938,0.07069770186919833,0.2895111182000747,0.1358,0.025699999999999997,-0.0134,0.0276,-0.0102,0.0
0.08668578434553353,0.10923929436514168,-0.02416575635079754,-0.05205971069408921,-0.01138157836563991,-0.0024437407112145593,0.011853119294455539,-0.01265599972804976,0.0559,0.0192,-0.05,0.0096,-0.0316,0.0001
-0.033003323360476955,-0.02421170900227132,-0.09784755222861685,-0.06958420827047096,-0.003963098056324554,-1.8362352503412058,0.007061337526033995,-0.035309140914904,0.024399999999999998,0.0195,-0.0217,0.0014000000000000002,0.0055000000000000005,0.0001
0.21971337982965977,0.43287848124803574,0.34837816623336737,0.3076145094973848,-0.027379606531049205,0.10613842312607069,0.02348399419126146,-0.020258695930884585,0.0583,-0.0319,-0.0144,0.0038,0.0097,0.0001
0.025451605602370364,0.2248181742680817,0.04494384820366282,-0.09737190635162651,-0.01243918740128791,0.07488527495228503,0.005590484923416739,0.02742685936175482,0.0762,-0.0089,-0.0302,0.042699999999999995,-0.0151,0.0001
-0.07867955106152813,-0.18734346031121696,-0.2758360392346333,-0.18256978089778908,0.01018619748006877,-0.08858680071051239,-0.03541687454033493,-0.17620839721502435,-0.0364,-0.0001,-0.027200000000000002,-0.0138,-0.019299999999999998,0.0001
0.24268349978168402,0.06764387179033271,0.18275361556066727,0.13812631352312454,-0.00699534853447048,1.7810378078221767,-0.008404215316501151,-0.058115138241517705,-0.0208,0.0467,0.0425,-0.0077,-0.005699999999999999,0.0001
