path,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72,t73,t74,t75,t76,t77,t78,t79,t80,t81,t82,t83,t84,t85,t86,t87,t88,t89,t90,t91,t92,t93,t94,t95,t96,t97,t98,t99,t100
path_0,4.39168,4.70583,4.30884,5.22848,5.55747,5.42935,4.72418,4.35682,3.13612,2.65027,2.80845,2.70383,2.71355,2.48777,2.46999,2.39022,2.13909,1.82073,1.87596,1.8376,1.86399,1.7997,2.21914,3.12585,2.81221,3.4019,2.31224,1.82868,2.11179,2.24387,2.75958,2.16959,1.97471,1.67284,1.85872,1.69359,1.2144,1.20826,1.05728,1.38088,1.29741,1.21822,1.41101,1.82392,1.44766,2.58619,3.00016,4.08426,4.24507,4.26897,4.60185,5.19139,3.87872,3.4562,2.85057,2.63909,2.56918,2.09066,1.36699,1.59718,1.98438,2.02829,2.36427,2.45866,2.83083,3.63891,3.45077,2.8275,2.60694,3.4571,4.4752,5.06081,3.50891,4.42859,2.62717,3.16402,2.39753,2.5688,2.08156,1.84248,1.08764,1.47582,1.37892,1.62844,2.86282,1.9683,2.10147,2.1608,1.1529,1.41103,1.40208,1.54302,1.98522,2.74109,1.28931,0.609749,0.445149,0.0592621,0.00845065,0.00333945,0
path_1,4.39168,3.82734,3.6085,3.84774,3.6664,3.08291,2.42425,1.91109,1.93289,1.85458,2.61397,2.23251,1.86076,1.6433,1.47044,1.86257,1.19933,1.17218,1.14814,0.891471,1.05129,1.14206,0.945133,1.00257,0.96845,0.896922,0.861526,1.08242,1.46363,1.96898,1.122,1.4551,2.2605,1.93246,1.81718,1.56,1.7997,1.76089,1.87161,1.68732,2.16629,2.31129,2.06832,2.07047,3.06076,3.57703,3.2574,2.64228,3.02624,3.72182,3.30371,1.88726,2.04784,2.48854,2.72551,3.11033,2.54244,2.73521,4.02557,3.56593,3.06529,3.28259,3.24149,3.56813,3.56487,3.65571,3.48393,2.65599,3.29483,3.32096,3.34974,3.11278,3.81842,4.82418,5.47515,6.83382,4.61208,3.48483,2.60817,1.98717,0.656386,0.515776,0.473688,0.244955,0.166154,0.251333,0.359069,0.0964661,0.10509,0.0936794,0.36499,0.103019,0.121014,0.127459,0.0888377,0.13965,0.0739793,0.00375174,0.0085169,0.00106516,0
path_2,4.39168,3.42492,3.39406,3.58548,4.46842,4.27736,3.19992,3.44584,3.60231,3.77374,3.66683,4.63553,6.26534,5.72746,4.95063,3.73262,3.63309,2.71985,2.09614,2.6839,2.13987,1.72301,1.42073,1.26817,1.50717,1.26606,1.36335,1.48316,0.969584,0.83966,0.553835,0.567354,0.453167,0.424418,0.351271,0.593032,0.372857,0.507278,0.348165,0.350336,0.353403,0.188419,0.202385,0.16304,0.214944,0.195216,0.278203,0.172311,0.143343,0.157994,0.112884,0.0481901,0.0253758,0.0337386,0.0210265,0.0138538,0.0289841,0.0224844,0.00942225,0.0112657,0.0110027,0.010969,0.0288353,0.0205204,0.041847,0.0280391,0.0261112,0.0200987,0.0120422,0.00725173,0.00514863,0.00854454,0.00505448,0.00296472,0.00983225,0.0114499,0.00762342,0.00653684,0.0427387,0.0905968,0.1363,0.198684,0.212256,0.325975,0.400502,0.400643,0.197732,0.225644,0.260018,0.293701,0.505636,0.627232,0.251608,0.110128,0.0301956,0.013955,0.0028359,0.00502471,6.8648e-06,2.30663e-06,0
path_3,4.39168,5.25283,4.43407,3.37432,3.3304,4.07346,3.42754,3.35485,3.57746,4.4149,3.06542,4.00559,5.28751,5.55578,5.04272,3.94763,4.23702,4.96765,5.07073,4.23127,4.73959,5.31449,4.61646,3.13242,3.46594,3.3863,2.11401,1.96314,1.71175,2.06604,1.87046,1.94755,1.95985,0.896588,0.621416,1.04191,1.33159,1.38326,1.25078,1.80266,1.90343,2.08606,2.4815,2.47597,2.46773,2.23676,1.5805,1.46255,1.77249,1.30006,1.28365,0.842688,0.926653,0.852674,0.897948,1.17547,0.688331,1.14761,1.06362,0.793175,1.18784,0.810541,0.604044,0.500425,0.265219,0.112244,0.192421,0.245943,0.323902,0.405467,0.472996,0.595711,0.36478,0.111089,0.075346,0.0418234,0.0373969,0.0268908,0.0519695,0.056219,0.0493096,0.038827,0.0267274,0.00967791,0.0142131,0.00476937,0.00171124,0.00051744,0.00141412,0.000407589,0.000166654,2.3647e-05,4.25108e-06,1.08462e-07,2.93271e-08,2.7112e-10,1.65967e-14,0,0,0,0
path_4,4.39168,3.46769,4.48587,4.19292,3.76677,2.81661,3.68044,4.29289,4.35534,3.59561,3.38893,4.29147,4.18791,5.17535,4.68557,5.59417,5.77278,5.34385,5.48468,5.63446,7.07104,7.8449,7.98361,8.83237,9.87265,9.08942,7.57939,6.76396,6.11157,5.48434,4.73946,5.09407,5.33455,4.94412,4.90393,4.79139,5.8425,5.29727,6.10495,7.42425,7.83893,7.0873,4.6166,5.62269,6.14594,6.15246,6.31265,7.63761,9.55717,9.67166,8.53142,10.7483,11.2226,11.0417,12.2763,9.56487,9.82443,10.6889,12.0811,11.8329,13.694,12.9016,13.0774,12.104,10.347,11.6835,8.98965,11.9546,8.71073,10.8488,8.26401,9.00151,7.70668,10.0486,8.89807,10.4728,10.5086,11.0375,11.1316,10.2559,11.2202,9.11746,7.18337,6.45352,6.46726,7.14089,4.25873,2.95011,1.83797,1.17906,1.06803,2.39189,2.40084,1.39013,1.01827,0.513294,0.466837,0.460042,0.30795,0.140833,0
path_5,4.39168,5.49018,5.60687,5.67488,5.44626,5.78417,6.47672,7.26055,6.89554,6.65743,5.87458,6.32995,5.6482,5.79719,6.80406,5.99296,6.0228,5.02239,4.47327,4.16987,2.8505,4.09918,3.86865,4.20503,5.34501,6.52733,8.63317,9.84304,7.54696,7.21307,7.92033,8.54209,6.99086,6.93108,4.99864,4.00306,3.54719,3.48247,4.27072,4.94701,5.05206,5.40282,5.35333,5.83106,6.59282,8.53752,8.84646,8.70263,10.2604,11.1031,9.82687,12.1914,12.483,13.6265,15.1856,13.7502,13.7449,14.4866,14.1418,16.184,13.3092,10.3356,13.4529,13.8002,11.5608,11.9321,11.0086,9.47242,9.33163,9.96454,11.9042,14.3603,13.3955,11.347,10.5194,11.0414,11.3053,12.4207,13.2983,14.1026,14.9977,13.7864,12.7766,13.1822,14.4785,11.4898,12.8903,16.3058,15.3886,15.9247,16.9391,21.0913,22.4528,19.4354,23.2653,20.1639,17.886,17.9883,16.6017,13.8094,14.2462
path_6,4.39168,3.88485,2.85604,3.38391,3.87961,3.83022,4.92404,5.65765,6.31089,6.61748,6.15109,5.37601,5.87314,5.8071,7.24182,6.33333,6.37604,4.58045,4.01439,5.86122,5.87295,8.76182,7.64075,7.12994,8.57191,8.38812,8.3827,8.92779,10.975,11.412,13.0059,13.4466,13.2566,11.2112,10.644,8.75808,9.70261,9.12866,8.77105,10.6981,11.5363,12.4549,14.2231,13.9155,12.9394,12.2206,11.7166,11.0802,10.4929,11.7944,11.0866,10.0471,8.63992,10.4688,8.35013,9.15142,8.09939,9.77301,10.3971,9.05979,8.74226,5.45312,3.96737,4.59575,4.69371,3.33674,3.65455,3.05943,3.8284,3.18603,2.48542,1.59376,1.58038,1.74334,1.66918,1.7051,2.30756,2.34447,1.48729,0.949062,0.578618,0.212287,0.0862254,0.145026,0.0879646,0.0495652,0.180948,0.118611,0.201932,0.267411,0.0659043,0.206781,0.196672,1.05337,0.322512,0.240964,0.695147,0.267558,0.0949357,0.0111626,0
path_7,4.39168,4.17335,4.47542,4.52831,5.52012,6.3216,6.07252,6.32833,5.00346,4.01042,3.99523,4.63651,3.5114,3.58104,4.14868,4.41277,5.67734,5.99638,7.09939,6.09284,5.81945,5.56776,5.0467,5.63514,6.82749,7.65974,7.97106,8.21762,8.76947,10.0881,8.2941,9.51862,8.93911,8.13978,9.48236,9.01277,10.1458,10.4427,9.95255,9.96663,10.2986,10.1061,8.42071,5.47829,7.75935,8.9705,10.0432,9.39782,7.71016,9.97012,8.64758,10.0998,11.6112,13.5598,13.7227,15.9099,15.8759,14.7282,14.4622,14.4048,17.457,15.8672,14.34,15.7372,14.1923,18.1468,17.9572,18.4093,20.5839,19.6554,22.2895,20.413,17.0024,16.5924,16.8449,16.6102,18.0988,20.8967,22.3231,23.395,23.1465,22.9058,19.5552,19.8268,17.5235,17.9516,18.3891,22.7609,21.8345,19.3041,16.9373,15.6419,18.7069,23.1049,21.2823,20.1486,22.0347,25.8421,26.2753,28.8638,30.2773
path_8,4.39168,4.99659,5.56483,5.54191,5.54085,6.09979,6.29237,6.36433,6.09014,6.15476,5.86176,8.2487,6.98473,6.61888,5.94416,6.44502,5.70529,4.91112,4.73151,5.30199,5.80735,5.22606,5.1375,5.37455,7.33231,8.80469,7.40154,10.4873,9.40869,10.6212,10.6904,9.07843,6.79161,7.07225,8.47446,9.00241,11.5765,14.0094,14.2027,13.8791,15.4168,11.8366,10.3152,8.78171,8.22266,7.44167,10.6087,8.61381,7.77011,6.98272,6.65282,6.79016,8.78609,8.57712,8.52563,7.92702,8.87002,11.0475,12.0026,11.5964,12.2631,11.8126,10.3679,8.23097,8.93524,9.17923,10.3271,9.34033,9.09072,9.90868,9.18137,8.43647,8.21613,8.88666,9.53179,10.3641,8.46076,9.10673,13.0907,13.3757,10.5226,15.941,12.7011,11.5497,15.4471,13.8676,9.99982,7.18722,6.86888,6.53958,6.38457,6.68223,6.83212,5.47358,4.02086,3.09497,3.03968,2.97148,4.25012,5.58766,8.7617
path_9,4.39168,4.44835,5.18781,6.54446,6.64969,7.10993,6.73396,6.46415,6.2019,5.55888,4.65265,5.05062,4.35768,4.26155,4.96345,4.81696,4.9535,5.59603,4.92361,3.60454,3.98246,3.40217,3.2067,2.81343,2.587,2.40048,2.3489,2.86253,2.64842,2.28077,2.51104,2.72659,2.41532,2.10758,2.29655,3.24998,3.07376,4.30805,3.84513,5.13878,6.09629,5.89515,5.2801,6.29309,5.81548,6.49309,5.88654,5.79701,6.42944,6.49786,7.89716,7.28488,8.22094,9.09728,8.14791,8.40738,8.91547,11.0046,10.4778,8.83954,7.39417,8.42282,9.64841,9.21194,9.6644,12.1952,12.9665,10.3728,14.336,13.5098,12.7974,8.96484,11.371,10.9373,11.7235,14.2063,17.0913,14.274,14.8989,14.0712,13.0628,15.0697,12.733,16.204,13.5944,12.9073,16.4163,16.2805,16.8818,19.2571,20.9677,21.8673,22.3651,23.212,22.0108,20.2661,20.576,19.848,19.8215,17.6684,16.5386
path_10,4.39168,3.87549,3.88346,4.53684,4.19725,3.57592,3.9196,3.97087,4.16233,5.09069,6.43825,7.19075,5.79848,6.23811,7.36858,9.92298,9.50196,11.8956,12.7352,13.3471,15.28,15.2192,14.3353,12.5877,12.2559,14.4496,15.4021,18.8513,18.3348,20.1037,17.4664,17.1135,19.899,21.7217,21.3752,17.9065,18.7412,18.7005,17.2642,16.4652,14.2769,13.6878,11.7009,12.1688,11.6588,12.3482,12.1845,13.6973,14.267,15.4718,16.9016,17.4749,23.063,23.8361,28.9102,28.1603,27.9924,31.3129,34.454,36.8646,38.1585,34.8454,32.1724,31.91,34.5148,33.0101,34.5843,31.3698,34.8329,37.9257,34.9596,35.7655,30.3126,28.8142,28.5973,26.8948,26.4963,30.1393,33.3352,33.9153,32.4803,34.7357,31.9584,31.3478,33.5304,33.3349,33.3715,36.6551,33.222,31.6389,30.0597,32.1157,31.8043,27.8132,26.6278,27.4783,25.7079,23.2331,27.5666,24.5586,22.0343
path_11,4.39168,5.19652,4.05822,4.1392,5.12859,6.53629,6.10418,7.02848,7.15701,7.16539,6.65767,7.20516,6.0592,5.29781,5.41389,6.76508,5.94894,5.73475,7.50377,7.87504,7.91046,6.25528,6.35308,4.60272,4.8884,5.25115,4.6436,4.02884,4.41532,3.96085,3.6225,3.56932,3.46818,3.11972,3.49053,3.78572,4.00591,3.78642,3.88468,4.3963,4.49575,6.03164,6.82675,6.33817,5.35781,6.19549,4.68092,4.811,4.48753,4.18122,3.68067,4.16245,5.16391,5.85571,5.69853,5.27174,6.00941,5.07283,3.76198,4.69326,3.52792,4.81923,6.12616,7.31465,5.03899,6.15793,8.86871,11.4076,8.26545,7.91197,7.92171,6.53797,7.04804,9.21891,9.18352,9.23022,10.1347,8.33309,8.41941,6.13916,5.89182,3.42086,4.38954,5.47705,6.54726,6.61386,8.5367,8.24891,9.69791,12.3001,10.2344,7.86883,7.67951,6.95616,6.17358,10.0873,10.8922,11.2554,12.1801,13.9335,18.4501
path_12,4.39168,4.05807,4.18708,4.11514,4.28644,5.16904,5.20525,5.56754,5.12063,4.61111,5.2721,5.12469,4.49729,5.31071,4.92591,4.94317,4.20076,4.44981,6.45416,7.52611,8.08665,6.96253,6.49082,6.70257,6.83458,7.16482,5.63352,4.85336,5.69403,6.465,6.84788,7.50242,8.09553,6.87301,6.59224,5.99536,5.55134,6.53348,6.41474,6.51687,5.25396,4.59528,3.75749,2.94955,3.2538,2.43162,2.7967,1.96308,2.24222,3.30437,2.86818,2.58421,3.64547,4.55139,4.84525,4.55734,5.12421,5.93376,5.14059,6.89494,8.21654,6.66167,4.85075,3.46833,4.38553,4.14051,5.26758,5.4285,4.83968,5.6478,4.22398,5.02705,6.92453,5.07199,4.75181,3.42266,2.22501,2.23614,2.16305,1.14002,1.48689,1.81278,2.67018,1.745,1.47891,1.24585,1.92057,2.1179,2.01247,1.7112,1.05811,1.41137,1.95746,1.01662,1.40688,0.996674,0.715451,0.750603,0.845953,3.8954,4.14689
path_13,4.39168,4.10239,3.89506,3.02191,2.45942,2.14182,1.6875,1.67797,2.1178,2.05603,2.1054,2.68,2.82731,3.44483,2.41012,2.39488,1.45043,1.64063,2.47003,3.484,3.67671,3.91809,3.44724,3.1143,3.41361,3.0679,2.80233,3.06404,3.0793,3.4629,3.50388,3.33399,2.2584,2.36654,1.88729,1.81137,1.89545,2.30309,2.52048,1.99134,1.93283,1.91533,1.30294,0.999623,1.03758,0.896813,1.05728,1.41874,0.90138,0.488525,0.663452,0.53544,0.432315,0.401721,0.646437,0.812586,0.493887,0.434441,0.269964,0.207404,0.144224,0.244859,0.327934,0.390321,0.22762,0.159668,0.107464,0.0608308,0.0697104,0.0895969,0.101754,0.171732,0.128517,0.218846,0.108866,0.350153,0.12849,0.060936,0.04148,0.0179192,0.0123978,0.0257571,0.0273294,0.0330621,0.012569,0.0213874,0.00439233,0.00800955,0.00807123,0.00344234,0.00177954,0.000171834,0.000216087,7.34191e-05,5.72881e-07,1.73825e-07,1.71438e-09,3.48494e-11,2.84798e-13,0,0
path_14,4.39168,4.28628,4.58158,4.66424,4.95986,4.80948,5.01121,4.48,5.01904,6.01678,5.96818,4.31264,3.68045,3.49816,3.68336,3.57366,4.17695,4.09355,3.67643,4.00773,4.73492,4.83857,3.20513,3.1623,3.26341,3.97149,3.54406,2.33342,2.92036,2.80963,2.37925,2.36377,2.8072,3.17167,2.75219,2.65543,2.51228,2.77912,2.72833,3.08279,2.86525,2.26876,2.19876,1.72451,1.67772,1.99087,1.97391,2.10549,1.60857,1.65398,1.31621,0.715921,0.887174,0.773661,0.533234,0.486085,0.516278,0.930165,0.888163,1.19537,0.809441,0.923985,0.799771,0.95512,1.71651,2.54235,2.73225,2.18255,2.84748,1.76148,1.86278,1.9813,1.64247,1.72815,1.38332,1.58435,1.52156,1.05654,0.856643,0.6618,1.11863,1.78604,2.14485,1.5314,1.55185,2.14574,1.93308,1.12722,1.15218,1.51246,1.83682,2.24014,1.82544,1.55221,1.62258,2.55176,1.16386,1.49764,2.18598,3.48942,6.05222
path_15,4.39168,3.08839,3.42064,3.43758,4.1131,4.2869,4.46253,5.23078,5.80468,6.16696,6.68887,4.07745,4.19589,3.5778,3.38069,3.71307,4.47168,4.19326,3.8611,3.57352,3.30968,2.42691,1.80808,2.20577,2.1893,2.29214,2.03391,1.63305,1.87413,1.60347,1.57,2.14529,2.90206,3.08463,2.51554,2.93122,3.5407,4.42308,4.44569,4.1768,3.50441,4.00645,3.3632,3.21407,2.82308,3.20677,3.57558,4.31667,3.59478,2.84786,3.08823,3.03511,2.23136,2.67174,3.16242,3.14952,3.34894,2.73555,3.01806,4.2371,5.78034,5.93894,6.35754,6.91603,6.39169,4.10395,3.4749,2.82806,1.31278,1.40442,1.42491,1.43916,1.18948,0.808435,0.694073,0.890013,0.829008,0.536071,0.327373,0.111251,0.0518189,0.0681971,0.0423712,0.0309531,0.0280781,0.015091,0.012519,0.0176433,0.00197773,0.000512797,0.000952406,0.000347704,0.000114255,0.000497468,0.000289033,3.38949e-05,5.05647e-05,7.79535e-05,9.4509e-06,7.45738e-10,0
path_16,4.39168,3.92172,4.16679,3.50529,3.17646,3.08063,3.21172,3.09734,2.66662,3.63965,3.89187,2.63059,3.10288,3.89507,4.01466,4.34715,3.46935,4.15421,3.96558,3.39078,3.59827,3.47997,3.32898,3.99057,3.87483,4.53406,3.91038,4.02489,3.78749,3.73745,3.74867,4.75521,4.70654,4.39262,5.01151,5.20024,6.60928,5.77407,6.06578,5.39677,4.92949,5.43984,5.47551,6.99015,7.34458,7.43035,6.44332,5.50052,4.34605,3.94166,4.93101,3.23862,2.69145,2.53048,2.0596,1.89424,1.30538,1.04327,1.44101,1.02281,0.743196,0.845849,0.562747,0.739343,0.721112,0.361749,0.705226,0.452603,0.493337,0.421123,0.536175,0.304173,0.286358,0.276015,0.210243,0.130707,0.228374,0.323572,0.228376,0.35831,0.214228,0.224483,0.198981,0.122769,0.131551,0.0675874,0.072189,0.0865572,0.0474176,0.0336306,0.0313213,0.00782776,0.000952376,0.00111083,0.000628714,3.61639e-05,2.40654e-07,4.16828e-09,1.70516e-12,0,0
path_17,4.39168,5.52385,5.04641,5.32621,5.48447,4.57114,4.85155,3.75909,5.01991,5.4568,6.07069,6.61748,6.16483,5.56905,5.28365,4.50569,4.80904,4.35219,4.16624,4.42934,4.16364,4.00118,3.58947,4.5194,4.12991,4.24673,4.45528,4.00213,4.44754,4.66911,5.31728,4.17574,3.13157,2.39762,2.10348,1.66675,1.55288,2.07746,2.00256,1.84389,1.79234,1.50066,1.61065,1.77098,2.10221,2.13867,2.12078,2.56335,3.82728,4.18786,6.11859,5.81221,4.42897,4.83689,3.43337,2.7997,3.24223,3.29906,2.81217,2.04021,1.45829,1.46481,1.98628,1.21533,0.994239,0.769851,0.973949,1.22711,2.03684,1.6199,1.22629,1.14981,1.88845,1.84859,1.52942,1.59376,1.2948,1.66448,1.5642,1.09653,0.895348,0.727475,0.58092,0.71448,0.638131,1.01168,1.21319,1.3431,0.867036,0.553554,0.735832,0.212412,0.143383,0.0879494,0.141741,0.118317,0.175506,0.00963537,0.000974603,1.3401e-12,0
path_18,4.39168,6.02829,5.5498,3.7369,3.01067,4.344,4.97813,5.15874,5.35217,4.06132,3.83694,3.61594,2.80586,2.72144,2.458,2.18228,2.51355,2.23338,2.58326,2.59472,3.09264,3.0987,2.83568,2.86279,2.68178,2.60743,2.96656,2.3717,2.17604,2.3002,2.54287,2.94627,2.31258,2.79408,2.17164,2.33249,2.64176,2.92022,2.67622,2.9701,3.60538,3.74817,3.26343,4.83392,5.80011,6.60648,6.35437,5.52103,6.60067,5.49781,7.2936,7.59955,8.52819,11.9609,12.0124,11.5129,11.0424,12.1355,14.1938,14.3601,16.4904,19.8542,20.4269,20.2279,18.6909,18.3258,19.7704,20.9121,19.843,19.5746,22.0763,20.8451,20.5228,22.5772,22.0072,20.4758,20.6248,22.6285,23.134,20.587,19.5248,16.9663,21.0573,21.4999,20.8134,20.67,20.1519,15.7038,16.7574,16.8373,14.5218,14.7534,14.0206,10.2735,10.6623,9.78964,12.0238,12.3937,10.8613,12.9842,13.1757
path_19,4.39168,5.16159,5.33204,5.40781,4.69455,4.73112,3.96706,3.84043,3.74134,4.16798,4.04127,3.46805,2.60985,2.08084,2.03938,1.99418,1.98599,1.46675,1.07039,0.796847,0.408488,0.414047,0.404378,0.319053,0.327085,0.353687,0.341445,0.342553,0.231031,0.192509,0.225794,0.188843,0.250552,0.284981,0.212022,0.209262,0.370807,0.3084,0.359195,0.364223,0.240017,0.205221,0.218268,0.168019,0.198103,0.268272,0.190193,0.145097,0.199991,0.172061,0.295155,0.274093,0.26908,0.281442,0.320863,0.213402,0.221911,0.316546,0.16075,0.147883,0.110671,0.198901,0.212119,0.16972,0.169061,0.154811,0.114144,0.106196,0.0630467,0.124322,0.110839,0.0377975,0.0316989,0.0469657,0.16371,0.0825036,0.210544,0.264028,0.216075,0.22739,0.268213,0.0945472,0.0190429,0.0495483,0.109713,0.216813,0.1759,0.0875005,0.0317619,0.0108203,0.00219596,0.000399799,0.000458904,0.000345664,0.00328114,0.00259388,0.00466484,0.000160644,0.000176902,4.12228e-07,0
path_20,4.39168,3.49691,4.18383,4.24617,4.33258,4.50958,4.07482,3.6235,4.56788,3.80715,4.39115,4.91035,6.59521,7.18355,8.91727,9.7797,10.208,8.34829,8.16996,7.36429,7.78047,8.41707,7.24063,8.26764,7.93462,7.41134,6.60079,6.83237,7.97251,8.21629,6.65313,6.16232,7.59371,6.6882,7.25431,8.40356,8.21112,9.70658,9.9473,12.9452,13.5453,13.1941,10.9417,9.57347,8.21386,8.37228,7.18428,7.6189,7.83767,7.42516,6.1761,7.13021,6.05795,5.79744,4.92435,4.34088,4.77943,6.30595,7.03213,8.07093,8.2677,7.68652,5.31711,4.2731,4.38524,5.35748,5.52195,4.29381,2.73652,3.00796,3.08907,3.11557,3.66089,4.43992,4.8519,4.17218,3.71575,3.83655,3.61175,3.18972,2.58086,2.63158,2.88393,1.56959,1.39488,0.878457,0.812976,0.642077,0.949294,0.845053,0.435212,0.553172,1.01208,0.385042,0.366511,0.160744,0.501606,0.262432,0.463935,1.27774,2.37965
path_21,4.39168,4.87284,5.31253,4.96282,4.86125,4.59315,4.65693,3.97425,5.6945,6.08702,6.93815,8.35908,8.56811,7.87656,8.14845,7.9262,8.19408,9.03953,9.57866,10.991,9.90779,10.4114,10.0685,10.4858,11.2356,10.5814,10.4123,12.4364,12.0385,11.0506,9.92103,10.0551,9.09542,7.54303,5.99478,4.84558,4.5997,3.63663,2.85957,3.25445,2.72208,3.89012,4.57194,5.18908,6.96974,7.06849,8.18555,10.6176,11.3044,12.958,13.4967,12.4567,11.0643,11.2451,11.6655,15.4044,14.3677,13.6336,13.8837,13.8998,14.1211,11.5934,11.8473,13.9568,16.1115,16.6611,19.2834,17.7035,18.8916,19.3448,20.8886,22.5258,21.6435,21.755,23.4885,21.504,22.3398,20.6239,23.0004,23.12,21.7596,23.9135,26.1086,27.6542,27.6452,26.2073,22.8907,25.3422,23.9686,24.3306,25.6216,28.7667,29.3405,26.6898,26.3509,26.7144,28.9061,28.816,30.7677,31.6013,29.8744
path_22,4.39168,4.48296,4.45929,3.74405,4.74967,4.17177,4.32609,4.26286,2.77499,3.05594,3.04298,2.31916,2.20289,2.7614,2.3566,3.08903,2.63843,2.46242,2.94271,3.49354,3.04932,2.27,2.13944,2.28914,2.51633,2.65518,3.23336,3.99401,3.5996,3.71314,4.6389,3.66924,3.67192,4.15474,3.69845,2.78561,2.46141,1.78103,3.55834,3.32173,4.92941,4.34939,4.24343,3.20314,3.68139,4.88474,3.44042,3.92618,3.31748,3.76872,2.98923,2.63089,3.68705,5.02875,3.41936,3.05028,3.65611,2.83932,2.65744,2.30038,3.14116,3.24308,2.28256,1.70842,1.30552,1.29794,1.10305,1.61183,1.02645,0.874681,1.05046,0.979053,0.68031,0.847094,1.10778,0.893528,1.23981,1.79992,0.591681,0.728858,0.636693,1.55,2.59279,2.62447,2.05119,1.43831,2.27846,1.75909,1.30921,1.10411,1.00274,0.527851,0.303232,0.626639,0.905035,0.553283,1.30585,1.33941,2.09082,3.03253,2.08001
path_23,4.39168,4.12209,3.72131,3.43021,2.70814,3.47879,3.59317,3.00444,2.80229,2.5407,3.2519,3.29466,2.40751,3.54634,3.32951,3.21763,3.45473,3.61811,3.06061,3.19932,4.05253,4.38625,3.78424,4.04288,3.97564,3.69522,3.44102,4.01008,3.69839,3.37617,3.12411,3.35754,2.78493,2.51986,2.64444,3.71913,3.22918,3.50087,2.39525,1.09656,1.4626,1.36069,1.60722,1.46044,1.52062,1.62395,2.04171,1.62644,1.64446,1.61439,2.45112,3.62154,5.49428,4.84379,3.38369,3.30394,2.59211,2.68504,2.75471,3.75783,4.59563,4.05686,4.8701,4.82099,4.06007,3.85101,4.16444,4.74482,3.49033,3.10393,2.76119,2.53916,2.44504,1.6451,1.41652,1.70848,1.59266,2.07224,2.1785,1.38428,1.00919,0.742228,0.621512,0.632602,0.455285,0.207269,0.130747,0.136659,0.0756293,0.0976668,0.127391,0.0865877,0.0918002,0.062562,0.0615328,0.0113315,0.00519346,0.00255085,0.000262209,2.77841e-10,0
path_24,4.39168,3.49452,3.51938,3.11661,3.17818,3.21227,4.17658,5.65979,6.28999,6.63847,5.90158,6.15845,5.16628,4.67033,6.01572,5.90417,5.15429,5.73863,7.58262,9.09895,8.0788,10.4865,8.52636,10.5567,11.6225,11.8165,9.69803,8.49987,8.31594,8.85079,7.39997,8.78415,9.4533,9.24807,8.62112,10.4683,8.73162,9.56517,9.61597,11.495,12.5314,13.5283,12.2789,15.4533,15.3901,17.2946,15.8901,16.3586,16.9235,19.2308,19.312,16.6569,17.0856,18.8713,21.0604,19.005,20.0492,16.7161,15.0557,12.8584,13.5599,15.6403,12.8016,12.2514,13.4451,9.74072,9.51241,8.51415,9.75668,6.42633,6.77338,5.82967,6.95248,6.47755,4.84731,6.00196,5.24868,6.85685,6.26057,7.39486,7.81263,9.68761,9.65091,9.79973,7.97013,10.136,9.461,9.43262,11.9459,12.6838,10.4276,13.2658,10.3339,10.2707,9.44473,7.89658,6.73844,6.45545,7.69717,5.99189,6.06235
path_25,4.39168,5.01633,5.62607,6.64402,6.43035,7.09229,6.96422,7.25908,5.80291,5.89728,5.64304,5.71127,5.76813,5.28297,5.74189,6.78563,7.2911,6.52258,5.28949,4.43847,3.90638,4.57977,4.20981,4.24822,5.30202,5.94518,5.62727,4.73843,3.1318,2.53458,1.55189,2.08568,1.74929,1.5712,0.802146,0.868062,0.98884,1.00554,1.39702,0.871726,0.935673,0.565128,0.411259,0.440243,0.503246,0.372858,0.395245,0.405811,0.285946,0.193363,0.144542,0.106621,0.0821062,0.0462484,0.0292009,0.0530015,0.0593201,0.06029,0.0546545,0.059063,0.0687719,0.131959,0.0854805,0.104495,0.0685802,0.0238764,0.0279123,0.0255197,0.0185254,0.0191143,0.0179136,0.0153994,0.0205837,0.0172059,0.0181388,0.0156519,0.00666667,0.0114703,0.0154882,0.0305161,0.0359627,0.0521479,0.0571611,0.0409897,0.0631678,0.0262642,0.0353487,0.0426059,0.0430702,0.0627778,0.109416,0.0775138,0.139443,0.0807009,0.0372613,0.00161606,0.0006746,9.74293e-05,0.000134961,4.24286e-15,0
